"N","Player Id","Temporada","Fecha","Juego","Equipo","orden","Jugador","IP","H","C","CL","HR","BB","SO","BF","EFE","G","P","SV","BS","HLD","Estadio","oponente","ronda"
521,"pinjul001","2021-22","18/12/2022",46,"Tiburones de la Guaira",2,"Julio Pinto ",2,1,3,3,0,3,0,9,6.38,0,1,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
522,"infgre001","2021-22","18/12/2022",46,"Tiburones de la Guaira",3,"Gregory Infante",2.1,4,1,1,1,0,3,11,7.36,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
523,"guzemi001","2021-22","18/12/2022",46,"Tiburones de la Guaira",4,"Emilker Guzman",0.2,1,2,2,0,3,0,5,4.09,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
524,"ramedu001","2021-22","18/12/2022",46,"Tiburones de la Guaira",5,"Edubray Ramos",1.1,0,0,0,0,0,1,4,7.36,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
525,"guzlui001","2021-22","18/12/2022",46,"Tiburones de la Guaira",6,"Luis Guzman",0.1,1,0,0,0,1,0,3,5.84,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
526,"jimedu001","2021-22","18/12/2022",46,"Tiburones de la Guaira",7,"Eduardo Jiménez",1,0,0,0,0,1,1,4,8.53,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
527,"halkyl001","2021-22","18/12/2022",46,"Tiburones de la Guaira",8,"Kyle Halbohn",1,0,0,0,0,0,0,4,1.5,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
528,,"2021-22","19/12/2022",47,"Caribes de Anzoategui",1,"Jheyson Manzueta",3,6,3,3,0,2,0,15,6.5,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
529,,"2021-22","19/12/2022",47,"Caribes de Anzoategui",2,"Jean Toledo",1,0,0,0,0,0,0,2,3.38,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
530,,"2021-22","19/12/2022",47,"Caribes de Anzoategui",3,"Ivan Medina ",1,1,0,0,0,0,1,3,9.49,1,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
531,,"2021-22","19/12/2022",47,"Caribes de Anzoategui",4,"José Domínguez",2,3,3,3,0,0,2,9,6,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
532,,"2021-22","19/12/2022",47,"Caribes de Anzoategui",5,"Lester Oliveros",0.2,2,2,1,0,0,1,5,4.6,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
533,,"2021-22","19/12/2022",47,"Caribes de Anzoategui",6,"Andres Sotillet ",1.1,0,0,0,0,1,0,4,1.46,0,0,1,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
534,"idreud001","2021-22","19/12/2022",47,"Tiburones de la Guaira",1,"Eudis Idrogo",3,4,3,3,0,0,2,13,9.7,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular"
535,"smimyl001","2021-22","19/12/2022",47,"Tiburones de la Guaira",2,"Myles Smith ",2,2,3,3,0,1,0,9,7.33,0,1,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular"
536,"paleug001","2021-22","19/12/2022",47,"Tiburones de la Guaira",3,"Eugenio Palma",0.2,1,2,2,1,1,0,4,5.28,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular"
537,"covraf001","2021-22","19/12/2022",47,"Tiburones de la Guaira",4,"Rafael Cova",0.1,1,1,1,1,0,0,2,9,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular"
538,"hernel001","2021-22","19/12/2022",47,"Tiburones de la Guaira",5,"Nelson Hernandez",1.2,2,1,1,0,0,1,7,5.68,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular"
539,"beljoh001","2021-22","19/12/2022",47,"Tiburones de la Guaira",6,"Johan Belisario",1.1,1,0,0,0,0,0,5,1.93,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular"
546,,"2021-22","21/12/2022",48,"Bravos de Margarita",1,"Yohan Pino",2.1,5,4,4,0,3,1,15,6.16,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
547,,"2021-22","21/12/2022",48,"Bravos de Margarita",2,"Yender Cáramo ",2.2,2,0,0,0,0,3,9,4.5,1,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
548,,"2021-22","21/12/2022",48,"Bravos de Margarita",3,"Alfred Gutierrez",2,1,0,0,0,0,2,6,1.59,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
549,,"2021-22","21/12/2022",48,"Bravos de Margarita",4,"Melvi Acosta",1,1,0,0,0,1,0,5,6.23,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
550,,"2021-22","21/12/2022",48,"Bravos de Margarita",5,"Ezequiel Zabaleta",1,1,0,0,0,0,1,4,3,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
540,"davdav001","2021-22","21/12/2022",48,"Tiburones de la Guaira",1,"David Davalillo ",1.1,2,5,2,0,2,1,11,13.5,0,1,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
541,"infgre001","2021-22","21/12/2022",48,"Tiburones de la Guaira",2,"Gregory Infante",0.2,3,1,1,0,0,0,5,7.58,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
542,"jimedu001","2021-22","21/12/2022",48,"Tiburones de la Guaira",3,"Eduardo Jiménez",0.2,1,2,2,0,2,0,5,9.45,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
543,"cavjor001","2021-22","21/12/2022",48,"Tiburones de la Guaira",4,"Jorgan Cavanerio",1.2,2,2,2,1,1,1,7,4.33,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
544,"guejun001","2021-22","21/12/2022",48,"Tiburones de la Guaira",5,"Junior Guerra",2.2,1,0,0,0,1,2,10,4.99,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
545,"ramedu001","2021-22","21/12/2022",48,"Tiburones de la Guaira",6,"Edubray Ramos",1,1,1,1,0,0,1,5,7.5,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
551,,"2021-22","22/12/2022",49,"Bravos de Margarita",1,"Henry Centeno ",6,7,2,2,1,0,2,23,4.31,1,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
552,,"2021-22","22/12/2022",49,"Bravos de Margarita",2,"José Mesa Jr.",2,2,0,0,0,0,1,8,6,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
553,,"2021-22","22/12/2022",49,"Bravos de Margarita",3,"Ivan Hernandez",1,1,0,0,0,0,0,4,5.4,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
554,"garkev001","2021-22","22/12/2022",49,"Tiburones de la Guaira",1,"Kevin Garcia ",1,1,3,3,1,4,0,8,16.2,0,1,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
555,"smimyl001","2021-22","22/12/2022",49,"Tiburones de la Guaira",2,"Myles Smith",0.1,1,2,2,0,2,0,4,7.99,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
556,"beljoh001","2021-22","22/12/2022",49,"Tiburones de la Guaira",3,"Johan Belisario",1.2,1,0,0,0,0,0,6,1.72,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
557,"lezang001","2021-22","22/12/2022",49,"Tiburones de la Guaira",4,"Angel Lezama",1,0,0,0,0,0,1,3,10.8,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
558,"suncar001","2021-22","22/12/2022",49,"Tiburones de la Guaira",5,"Carlos Suniaga",1,0,0,0,0,1,0,4,3.38,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
559,"mayhec001","2021-22","22/12/2022",49,"Tiburones de la Guaira",6,"Hector Mayora",1,0,0,0,0,0,1,3,7.2,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
560,"herarn001","2021-22","22/12/2022",49,"Tiburones de la Guaira",7,"Arnaldo Hernandez",1,1,1,1,0,0,0,4,6.65,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
561,"pinjul001","2021-22","22/12/2022",49,"Tiburones de la Guaira",8,"Julio Pinto",0,2,3,1,0,0,0,4,6.87,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
562,"paleug001","2021-22","22/12/2022",49,"Tiburones de la Guaira",9,"Eugenio Palma",1,0,0,0,0,0,0,3,4.96,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
563,"halkyl001","2021-22","22/12/2022",49,"Tiburones de la Guaira",10,"Kyle Halbohn",0,5,3,3,0,0,0,5,6,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
564,"herjas001","2021-22","22/12/2022",49,"Tiburones de la Guaira",11,"Jasier Herrera",1,0,0,0,0,0,3,3,0.96,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular"
