years,jugador,name,first_name,last_name,pos,bat,lan,exp,pais,estado,ciudad
2010-11,R. Vogelsong,Ryan Vogelsong,Ryan,Vogelsong,P,D,D,2,USA,Carolina del Norte,Charlotte
2018-19,S. Runion,Samuel Edward Runion,Samuel,Runion,P,D,D,1,USA,Carolina del Norte,Asheville
2005-06,S. Rice,Scott Adam Rice,Scott,Rice,P,Z,Z,1,USA,California,Simi Valley
1991-92,S. Lewis,Scott Allen Lewis,Scott,Lewis,P,D,D,1,USA,Oregon,Grants Pass
1995-96,S. Service,Scott David Service,Scott,Service,P,D,D,1,USA,Ohio,Cincinnati
1982-83,S. Dye,Scott Dye,Scott,Dye,P,Z,Z,1,USA,Misisipi,Biloxi
1988-89,S. May,Scott Francis May,Scott,May,P,D,D,1,USA,Wisconsin,West Bend
1999-00,S. Krausse,Scott Krausse,Scott,Krausse,CF,D,D,2,USA,Ohio,Euclid
1998-99,S. Krausse,Scott Krausse,Scott,Krausse,CF,D,D,1,USA,Ohio,Euclid
2012-13,S. Van Slyke,Scott T. Van Slyke,Scott,Van Slyke,1B,D,D,2,USA,Misuri,St. Louis
2011-12,S. Van Slyke,Scott T. Van Slyke,Scott,Van Slyke,1B,D,D,1,USA,Misuri,St. Louis
1994-95,S. Gavaghan,Sean Gavaghan,Sean,Gavaghan,P,D,D,1,USA,Pensilnavia,Hunington Valley
2015-16,S. Burroughs,Sean Patrick Burroughs,Sean,Burroughs,3B,Z,D,3,USA,Georgia,Atlanta
2006-07,S. Tracey,Sean Patrick Tracey,Sean,Tracey,P,Z,D,1,USA,California,Upland
2006-07,S. Zumwalt,Sean Zumwalt,Sean,Zumwalt,P,D,D,1,Usa,Arizona,Kingman
2018-19,S. Mitre,Sergio Armando Mitre,Sergio,Mitre,P,D,D,1,USA,California,Los Angeles
2014-15,S. Miranda,Sergio Miranda,Sergio,Miranda,3B,A,D,1,USA,Virginia,Richmond
2017-18,S. Rosin,Seth Daniel Rosin,Seth,Rosin,P,D,D,1,USA,Dakota del Norte,Fargo
1992-93,S. Jeter,Shawn Darrell Jeter,Shawn,Jeter,CF,Z,D,1,USA,Luisiana,Shreveport
2001-02,S. Lundberg,Spike Lundberg,Spike,Lundberg,P,D,D,1,USA,California,San Diego
1988-89,S. Clarke,Stanley Martín Clarke,Stanley,Clarke,P,Z,Z,3,USA,Ohio,Toledo
1992-93,S. Fansler,Stanley Robert Fansler,Stanley,Fansler,P,D,D,3,USA,Virginia Ocidental,Elkins
1976-77,S. Luebber,Stephen Lee Luebber,Stephen,Luebber,P,D,D,4,USA,Misuri,Clinton
1976-77,S. Staggs,Stephen Robert Staggs,Stephen,Staggs,2B,D,D,1,USA,Alaska,Anchorage
2015-16,S. Shackleford,Stephen Shackleford,Stephen,Shackleford,P,D,D,1,USA,Florida,St. Petersburg
1976-77,S. Patchin,Steve Patchin,Steve,Patchin,C,,,1,USA,Misuri,Joplin
1993-94,S. Pegues,Steven Antone Pegues,Steven,Pegues,CF,D,D,2,USA,Misisipi,Pontotoc
1992-93,S. Pegues,Steven Antone Pegues,Steven,Pegues,CF,D,D,1,USA,Misisipi,Pontotoc
2018-19,B. Hall,Steven Brooks Hall,Steven,Hall,P,D,D,1,USA,Carolina del Sur,Anderson
2003-04,S. Falteisek,Steven James Falteisek,Steven,Falteisek,P,D,D,4,USA,Nueva York,Mineola
2002-03,S. Falteisek,Steven James Falteisek,Steven,Falteisek,P,D,D,3,USA,Nueva York,Mineola
2001-02,S. Falteisek,Steven James Falteisek,Steven,Falteisek,P,D,D,2,USA,Nueva York,Mineola
1999-00,S. Falteisek,Steven James Falteisek,Steven,Falteisek,P,D,D,1,USA,Nueva York,Mineola
1970-71,S. Barber,Steven Lee Barber,Steven,Barber,P,D,D,1,USA,Michigan,Grand Rapids
1982-83,S. Ratzer,Steven Wayne Ratzer,Steven,Ratzer,P,D,D,3,USA,Nueva Jersey,Paterson
2011-12,S. Pomeranz,Stuart Michael Pomeranz,Stuart,Pomeranz,P,D,D,2,USA,Texas,Dallas
2001-02,T. Nunnari,Talmadge Nunnari,Talmadge,Nunnari,CF,Z,Z,3,USA,Florida,Pensacola
2000-01,T. Nunnari,Talmadge Nunnari,Talmadge,Nunnari,CF,Z,Z,2,USA,Florida,Pensacola
2013-14,T. Thompson,Taylor F. Thompson,Taylor,Thompson,P,D,D,1,USA,Alabama,Montgomery
1993-94,T. Shumpert,Terrance Darnell Shumpert,Terrance,Shumpert,2B,D,D,1,USA,Kentucky,Paducah
2000-01,L. Gardner,Terrence Lee Gardner,Terrence,Gardner,P,D,D,1,USA,Michigan,Hartland
1990-91,T. Mathews,Terry Alan Mathews,Terry,Mathews,P,Z,D,1,USA,Luisiana,Alexandria
1981-82,T. Harper,Terry Joe Harper,Terry,Harper,CF,D,D,2,USA,Georgia,Douglasville
2011-12,T. Tiffee,Terry R. Tiffee,Terry,Tiffee,3B,A,D,3,USA,Arkansas,North Little Rock
2010-11,T. Beam,Theodore Lester Beam,Theodore,Beam,P,D,D,1,USA,Arizona,Scottsdale
2009-10,A. Johnson,Thomas Alan Johnson,Thomas,Johnson,P,D,D,1,USA,Alabama,Birmingham
1972-73,T. Murphy,Thomas Andrew Murphy,Thomas,Murphy,P,D,D,1,USA,Ohio,Cleveland
2017-18,T. Collier,Thomas Collier,Thomas,Collier,P,D,D,2,USA,Texas,Houston
2016-17,T. Collier,Thomas Collier,Thomas,Collier,P,D,D,1,USA,Texas,Houston
1977-78,T. McMillan,Thomas Erwin McMillan,Thomas,McMillan,SS,D,D,1,USA,Virginia,Richmond
1967-68,T. Fisher,Thomas Gene Fisher,Thomas,Fisher,P,D,D,1,USA,Ohio,Cleveland
1973-74,T. Griffin,Thomas James Griffin,Thomas,Griffin,P,D,D,1,USA,California,Los Angeles
1995-96,T. Lampkin,Thomas Michael Lampkin,Thomas,Lampkin,C,Z,D,1,USA,Ohio,Cincinnati
2013-14,T. Cochran,Thomas Robert Cochran,Thomas,Cochran,P,Z,Z,1,USA,Delaware,Wilmington
1974-75,T. House,Thomas Ross House,Thomas,House,P,Z,Z,1,USA,Washington,Seattle
1982-83,T. Tellman,Thomas Tellman,Thomas,Tellman,P,D,D,1,USA,Pensilnavia,Warren
1976-77,T. Bradley,Thomas William Bradley,Thomas,Bradley,P,D,D,1,USA,Carolina del Norte,Asheville
2001-02,T. Harikkala,Timothy Allan Harikkala,Timothy,Harikkala,P,D,D,5,USA,Florida,West Palm Beach
1998-99,T. Dixon,Timothy Dixon,Timothy,Dixon,P,Z,Z,1,USA,,
1981-82,T. Leary,Timothy James Leary,Timothy,Leary,P,D,D,1,USA,California,Santa Monica
2006-07,T. Redding,Timothy James Redding,Timothy,Redding,P,D,D,2,USA,Nueva York,Rochester
2017-18,T. Torres,Timothy Lorenzo Torres,Timothy,Torres,3B,A,D,1,USA,California,Berkley
1980-81,T. Ireland,Timothy Neal Christopher Ireland,Timothy,Ireland,IF,D,D,1,USA,California,Oakland
2005-06,T. Raines,Timothy Raines,Timothy,Raines,CF,A,D,2,USA,Tennessee,Memphis
1993-94,T. Fortugno,Timothy Shawn Fortugno,Timothy,Fortugno,P,Z,Z,1,USA,Massachusetts,Clinton
1998-99,T. Belk,Timothy William Belk,Timothy,Belk,1B,D,D,2,USA,Ohio,Cincinnati
1997-98,T. Belk,Timothy William Belk,Timothy,Belk,1B,D,D,1,USA,Ohio,Cincinnati
1973-74,T. Moore,Tommy Joe Moore,Tommy,Moore,P,D,D,1,USA,California,Lynwood
1969-70,T. McCraw,Tommy Lee McCraw,Tommy,McCraw,CF,Z,Z,2,USA,Arkansas,Malvern
1997-98,T. Meteoyer,Tony Meteoyer,Tony,Meteoyer,P,,,1,USA,,
2013-14,T. Thompson,Trayce Nikolas Thompson,Trayce,Thompson,CF,D,D,1,USA,California,Los Angeles
1997-98,T. Moore,Trey Moore,Trey,Moore,P,Z,Z,1,USA,Texas,Houston
1997-98,T. Glaus,Troy Edward Glaus,Troy,Glaus,3B,D,D,1,USA,California,Tarzana
2015-16,T. DeLoach,Tyler Clay DeLoach,Tyler,DeLoach,P,D,Z,1,USA,Carolina del Norte,Roanoke Rapids
2014-15,T. Ybarra,Tyler J. Ybarra,Tyler,Ybarra,P,Z,Z,1,USA,Kansas,Wellington
2013-14,T. Brummett,Tyson C. Brummett,Tyson,Brummett,P,D,D,3,USA,Misisipi,Columbus
2012-13,T. Brummett,Tyson C. Brummett,Tyson,Brummett,P,D,D,2,USA,Misisipi,Columbus
2011-12,T. Brummett,Tyson C. Brummett,Tyson,Brummett,P,D,D,1,USA,Misisipi,Columbus
1979-80,U. Washington,U.L. Washington,U.L.,Washington,IF,A,D,1,USA,California,Oakland
2005-06,W. Young,Walter Earnest Young,Walter,Young,1B,Z,D,2,USA,Misisipi,Hattiesburg
2004-05,W. Young,Walter Earnest Young,Walter,Young,1B,Z,D,1,USA,Misisipi,Hattiesburg
1964-65,W. Bond,Walter Franklin Bond,Walter,Bond,1B,Z,D,1,USA,Tennessee,Denmark
1964-65,W. Graham,Wayne León Graham,Wayne,Graham,3B,D,D,1,USA,Texas,Yoakum
1992-93,W. Edwards,Wayne Maurice Edwards,Wayne,Edwards,P,Z,Z,1,USA,California,Burbank
1981-82,W. Krenchicki,Wayne Richard Krenchicki,Wayne,Krenchicki,IF,Z,D,3,USA,Nueva Jersey,Trenton
1980-81,W. Krenchicki,Wayne Richard Krenchicki,Wayne,Krenchicki,IF,Z,D,2,USA,Nueva Jersey,Trenton
1979-80,W. Krenchicki,Wayne Richard Krenchicki,Wayne,Krenchicki,IF,Z,D,1,USA,Nueva Jersey,Trenton
1992-93,W. Rosenthal,Wayne Scott Rosenthal,Wayne,Rosenthal,P,D,D,1,USA,Nueva York,Brooklyn
1996-97,W. Helms,Wes Helms,Wes,Helms,3B,D,D,1,USA,Carolina del Norte,Gastonia
1984-85,W. Gardner,Wesley Brian Gardner,Wesley,Gardner,P,D,D,1,USA,Arkansas,Benton
1966-67,B. Faul,William Alvan Faul,William,Faul,P,D,D,1,USA,Ohio,Cincinnati
2007-08,C. Carter,William Chris Carter,William,Carter,1B,Z,Z,1,USA,California,Fremont
1966-67,C. Zachary,William Christopher Zachary,William,Zachary,P,Z,D,1,USA,Tennessee,Knoxville
1972-73,B. Parker,William David Parker,William,Parker,3B,D,D,1,USA,Alabama,Hayneville
1983-84,B. Lee,William Francis Lee III,William,Lee,P,Z,Z,2,USA,California,Burbank
1983-84,S. Barnes,William Henry Barnes,William,Barnes,1B,D,D,1,USA,Ohio,Cincinnati
1978-79,B. Paschall,William Herbert Paschall,William,Paschall,P,D,D,1,USA,Virginia,Norfolk
1970-71,B. Buckner,William Joseph Buckner,William,Buckner,1B,Z,Z,1,USA,California,Vallejo
1990-91,B. Haselman,William Joseph Haselman,William,Haselman,C,D,D,1,USA,Nueva Jersey,Long Branch
2004-05,W. Mccarthy,William Mccarthy,William,Mccarthy,CF,D,D,1,USA,Nueva Jersey,Voorhees
2012-13,W. Savage,William P. Savage,William,Savage,P,D,D,2,USA,California,West Hills
1980-81,T. Cox,William Ted Cox,William,Cox,1B,D,D,1,USA,Oklahoma,Oklahoma City
2003-04,B. Pulsipher,William Thomas Pulsipher,William,Pulsipher,P,Z,Z,2,USA,Georgia,Fort Benning
2002-03,B. Pulsipher,William Thomas Pulsipher,William,Pulsipher,P,Z,Z,1,USA,Georgia,Fort Benning
2017-18,J. Hale,Willie Paul Jacob Hale,Willie,Hale,P,D,D,3,USA,Ohio,Athens
2016-17,J. Hale,Willie Paul Jacob Hale,Willie,Hale,P,D,D,2,USA,Ohio,Athens
2015-16,J. Hale,Willie Paul Jacob Hale,Willie,Hale,P,D,D,1,USA,Ohio,Athens
2011-12,Z. Kroenke,Zachary B. Kroenke,Zachary,Kroenke,P,D,Z,1,USA,Nebraska,Omaha
2015-16,O. Pérez,Óscar Andrés Pérez,Óscar,Pérez,C,D,D,3,Venezuela,D.F.,Caracas
2011-12,O. Pérez,Óscar Andrés Pérez,Óscar,Pérez,C,D,D,2,Venezuela,D.F.,Caracas
2008-09,O. Pérez,Óscar Andrés Pérez,Óscar,Pérez,C,D,D,1,Venezuela,D.F.,Caracas
2008-09,O. Álvarez,Óscar Álvarez,Óscar,Álvarez,P,A,Z,10,Venezuela,Anzoategui,Barcelona
2007-08,O. Álvarez,Óscar Álvarez,Óscar,Álvarez,P,A,Z,9,Venezuela,Anzoategui,Barcelona
2006-07,O. Álvarez,Óscar Álvarez,Óscar,Álvarez,P,A,Z,8,Venezuela,Anzoategui,Barcelona
2005-06,O. Álvarez,Óscar Álvarez,Óscar,Álvarez,P,A,Z,7,Venezuela,Anzoategui,Barcelona
2006-07,O. Henriquez,Óscar Eduardo Henriquez,Óscar,Henriquez,P,D,D,12,Venezuela,Vargas,La Guaira
2003-04,O. Henriquez,Óscar Eduardo Henriquez,Óscar,Henriquez,P,D,D,10,Venezuela,Vargas,La Guaira
2012-13,O. Salazar,Óscar Enrique Salazar,Óscar,Salazar,2B,D,D,16,Venezuela,Aragua,Maracay
2011-12,O. Salazar,Óscar Enrique Salazar,Óscar,Salazar,2B,D,D,15,Venezuela,Aragua,Maracay
2010-11,O. Salazar,Óscar Enrique Salazar,Óscar,Salazar,2B,D,D,14,Venezuela,Aragua,Maracay
2009-10,O. Salazar,Óscar Enrique Salazar,Óscar,Salazar,2B,D,D,13,Venezuela,Aragua,Maracay
2008-09,O. Salazar,Óscar Enrique Salazar,Óscar,Salazar,2B,D,D,12,Venezuela,Aragua,Maracay
2007-08,O. Salazar,Óscar Enrique Salazar,Óscar,Salazar,2B,D,D,11,Venezuela,Aragua,Maracay
2006-07,O. Salazar,Óscar Enrique Salazar,Óscar,Salazar,2B,D,D,10,Venezuela,Aragua,Maracay
2002-03,O. Azocar,Óscar Gregorio Azocar,Óscar,Azocar,CF,Z,Z,20,Venezuela,Sucre,Soro
2001-02,O. Azocar,Óscar Gregorio Azocar,Óscar,Azocar,CF,Z,Z,19,Venezuela,Sucre,Soro
2000-01,O. Azocar,Óscar Gregorio Azocar,Óscar,Azocar,CF,Z,Z,18,Venezuela,Sucre,Soro
1999-00,O. Azocar,Óscar Gregorio Azocar,Óscar,Azocar,CF,Z,Z,17,Venezuela,Sucre,Soro
2016-17,O. Melendez,Óscar Junior Melendez,Óscar,Melendez,P,D,D,2,Venezuela,D.F.,Caracas
2014-15,O. Melendez,Óscar Junior Melendez,Óscar,Melendez,P,D,D,1,Venezuela,D.F.,Caracas
1963-64,O. Rondon,Óscar Rondon,Óscar,Rondon,C,D,D,1,Venezuela,Tachira,San Cristobal
1989-90,O. Sarmiento,Óscar Sarmiento,Óscar,Sarmiento,P,D,D,1,Venezuela,Falcon,Punto Fijo
2014-15,A. Nieves,Abel Moises Nieves Sánchez,Abel,Nieves,2B,D,D,6,Venezuela,Aragua,Maracay
2013-14,A. Nieves,Abel Moises Nieves Sánchez,Abel,Nieves,2B,D,D,5,Venezuela,Aragua,Maracay
2018-19,A. Cardona,Adonys José Cardona,Adonys,Cardona,P,D,D,2,Venezuela,Vargas,La Sabana
2017-18,A. Cardona,Adonys José Cardona,Adonys,Cardona,P,D,D,1,Venezuela,Vargas,La Sabana
1998-99,A. Gómez,Agustín Gómez,Agustín,Gómez,P,D,D,6,Venezuela,D.F.,Caracas
2004-05,A. Machado,Albenis Machado,Albenis,Machado,SS,A,D,7,Venezuela,D.F.,Caracas
2002-03,A. Machado,Albenis Machado,Albenis,Machado,SS,A,D,6,Venezuela,D.F.,Caracas
2001-02,A. Machado,Albenis Machado,Albenis,Machado,SS,A,D,5,Venezuela,D.F.,Caracas
2000-01,A. Machado,Albenis Machado,Albenis,Machado,SS,A,D,4,Venezuela,D.F.,Caracas
1999-00,A. Machado,Albenis Machado,Albenis,Machado,SS,A,D,3,Venezuela,D.F.,Caracas
1998-99,A. Machado,Albenis Machado,Albenis,Machado,SS,A,D,2,Venezuela,D.F.,Caracas
1997-98,A. Machado,Albenis Machado,Albenis,Machado,SS,A,D,1,Venezuela,D.F.,Caracas
2006-07,A. Vargas,Albert F. Vargas,Albert,Vargas,P,D,D,2,Venezuela,Yaracuy,Camunare
2005-06,A. Vargas,Albert F. Vargas,Albert,Vargas,P,D,D,1,Venezuela,Yaracuy,Camunare
2013-14,A. Bastardo,Alberto José Bastardo Espana,Alberto,Bastardo,P,Z,Z,11,Venezuela,Aragua,Maracay
2012-13,A. Bastardo,Alberto José Bastardo Espana,Alberto,Bastardo,P,Z,Z,10,Venezuela,Aragua,Maracay
2011-12,A. Bastardo,Alberto José Bastardo Espana,Alberto,Bastardo,P,Z,Z,9,Venezuela,Aragua,Maracay
2014-15,A. Díaz,Alberto José Díaz,Alberto,Díaz,P,Z,Z,1,Venezuela,D.F.,Caracas
2019-20,A. González,Alberto Ramon González,Alberto,González,SS,D,D,15,Venezuela,Zulia,Maracaibo
2018-19,A. González,Alberto Ramon González,Alberto,González,SS,D,D,14,Venezuela,Zulia,Maracaibo
2016-17,A. González,Alberto Ramon González,Alberto,González,SS,D,D,12,Venezuela,Zulia,Maracaibo
2015-16,A. González,Alberto Ramon González,Alberto,González,SS,D,D,11,Venezuela,Zulia,Maracaibo
2004-05,A. Prieto,Alejandro Antonio Prieto,Alejandro,Prieto,3B,D,D,12,Venezuela,D.F.,Caracas
1997-98,A. Prieto,Alejandro Antonio Prieto,Alejandro,Prieto,3B,D,D,5,Venezuela,D.F.,Caracas
1996-97,A. Prieto,Alejandro Antonio Prieto,Alejandro,Prieto,3B,D,D,4,Venezuela,D.F.,Caracas
1995-96,A. Prieto,Alejandro Antonio Prieto,Alejandro,Prieto,3B,D,D,3,Venezuela,D.F.,Caracas
1994-95,A. Prieto,Alejandro Antonio Prieto,Alejandro,Prieto,3B,D,D,2,Venezuela,D.F.,Caracas
1993-94,A. Prieto,Alejandro Antonio Prieto,Alejandro,Prieto,3B,D,D,1,Venezuela,D.F.,Caracas
1995-96,A. Álvarez,Alejandro Álvarez,Alejandro,Álvarez,P,,,7,Venezuela,D.F.,Caracas
1994-95,A. Álvarez,Alejandro Álvarez,Alejandro,Álvarez,P,,,6,Venezuela,D.F.,Caracas
1993-94,A. Álvarez,Alejandro Álvarez,Alejandro,Álvarez,P,,,5,Venezuela,D.F.,Caracas
1992-93,A. Álvarez,Alejandro Álvarez,Alejandro,Álvarez,P,,,4,Venezuela,D.F.,Caracas
1991-92,A. Álvarez,Alejandro Álvarez,Alejandro,Álvarez,P,,,3,Venezuela,D.F.,Caracas
1990-91,A. Álvarez,Alejandro Álvarez,Alejandro,Álvarez,P,,,2,Venezuela,D.F.,Caracas
1989-90,A. Álvarez,Alejandro Álvarez,Alejandro,Álvarez,P,,,1,Venezuela,D.F.,Caracas
2007-08,A. Freire,Alejandro Freire,Alejandro,Freire,1B,D,D,13,Venezuela,D.F.,Caracas
2006-07,A. Freire,Alejandro Freire,Alejandro,Freire,1B,D,D,12,Venezuela,D.F.,Caracas
2005-06,A. Freire,Alejandro Freire,Alejandro,Freire,1B,D,D,11,Venezuela,D.F.,Caracas
2010-11,A. Machado,Alejandro José Machado,Alejandro,Machado,SS,A,D,8,Venezuela,D.F.,Caracas
2010-11,A. Serrano,Alex Eleazar Serrano Hernández,Alex,Serrano,P,D,D,11,Venezuela,Anzoategui,Barcelona
2001-02,A. Escobar,Alex Escobar,Alex,Escobar,CF,D,D,5,Venezuela,Carabobo,Valencia
2000-01,A. Escobar,Alex Escobar,Alex,Escobar,CF,D,D,4,Venezuela,Carabobo,Valencia
1998-99,A. Escobar,Alex Escobar,Alex,Escobar,CF,D,D,3,Venezuela,Carabobo,Valencia
1997-98,A. Escobar,Alex Escobar,Alex,Escobar,CF,D,D,2,Venezuela,Carabobo,Valencia
1996-97,A. Escobar,Alex Escobar,Alex,Escobar,CF,D,D,1,Venezuela,Carabobo,Valencia
2015-16,A. Cabrera,Alexander Alberto Cabrera,Alexander,Cabrera,1B,D,D,19,Venezuela,Monagas,Caripito
2014-15,A. Cabrera,Alexander Alberto Cabrera,Alexander,Cabrera,1B,D,D,18,Venezuela,Monagas,Caripito
2013-14,A. Cabrera,Alexander Alberto Cabrera,Alexander,Cabrera,1B,D,D,17,Venezuela,Monagas,Caripito
2012-13,A. Cabrera,Alexander Alberto Cabrera,Alexander,Cabrera,1B,D,D,16,Venezuela,Monagas,Caripito
2011-12,A. Cabrera,Alexander Alberto Cabrera,Alexander,Cabrera,1B,D,D,15,Venezuela,Monagas,Caripito
1995-96,A. Cabrera,Alexander Alberto Cabrera,Alexander,Cabrera,1B,D,D,2,Venezuela,Monagas,Caripito
1994-95,A. Cabrera,Alexander Alberto Cabrera,Alexander,Cabrera,1B,D,D,1,Venezuela,Monagas,Caripito
2013-14,A. Morales,Alexander Alexis Morales,Alexander,Morales,P,D,D,2,Venezuela,D.F.,Caracas
2001-02,A. Correa,Alexander Correa,Alexander,Correa,P,Z,Z,1,Venezuela,Guarico,Chaguaramos
2017-18,A. Álvarez,Alexander Javier Álvarez,Alexander,Álvarez,C,D,D,1,Venezuela,D.F.,Caracas
2017-18,A. Torres,Alexander Jesús Torres Matos,Alexander,Torres,P,Z,Z,8,Venezuela,Carabobo,Valencia
1996-97,A. Oviedo,Alexander Oviedo,Alexander,Oviedo,P,D,D,2,Venezuela,Miranda,Los Teques
1995-96,A. Oviedo,Alexander Oviedo,Alexander,Oviedo,P,D,D,1,Venezuela,Miranda,Los Teques
1994-95,A. Rojas,Alexander Rojas,Alexander,Rojas,SS,D,D,2,Venezuela,D.F.,Caracas
2018-19,A. Nuñez,Alexis Antonio Nuñez,Alexis,Nuñez,3B,Z,D,17,Venezuela,Carabobo,Valencia
2017-18,A. Nuñez,Alexis Antonio Nuñez,Alexis,Nuñez,3B,Z,D,16,Venezuela,Carabobo,Valencia
1972-73,A. Corro,Alexis Corro,Alexis,Corro,2B,D,D,5,Venezuela,Vargas,Naiguata
1971-72,A. Corro,Alexis Corro,Alexis,Corro,2B,D,D,4,Venezuela,Vargas,Naiguata
1969-70,A. Corro,Alexis Corro,Alexis,Corro,2B,D,D,2,Venezuela,Vargas,Naiguata
1968-69,A. Corro,Alexis Corro,Alexis,Corro,2B,D,D,1,Venezuela,Vargas,Naiguata
1997-98,A. Santaella,Alexis Santaella,Alexis,Santaella,P,D,D,5,Venezuela,D.F.,Caracas
1988-89,A. Pedrique,Alfredo José Pedrique García,Alfredo,Pedrique,IF,D,D,10,Venezuela,Carabobo,Valencia
1987-88,A. Pedrique,Alfredo José Pedrique García,Alfredo,Pedrique,IF,D,D,9,Venezuela,Carabobo,Valencia
1986-87,A. Pedrique,Alfredo José Pedrique García,Alfredo,Pedrique,IF,D,D,8,Venezuela,Carabobo,Valencia
1985-86,A. Pedrique,Alfredo José Pedrique García,Alfredo,Pedrique,IF,D,D,7,Venezuela,Carabobo,Valencia
1984-85,A. Pedrique,Alfredo José Pedrique García,Alfredo,Pedrique,IF,D,D,6,Venezuela,Carabobo,Valencia
1981-82,A. Pedrique,Alfredo José Pedrique García,Alfredo,Pedrique,IF,D,D,4,Venezuela,Carabobo,Valencia
1980-81,A. Pedrique,Alfredo José Pedrique García,Alfredo,Pedrique,IF,D,D,3,Venezuela,Carabobo,Valencia
1979-80,A. Pedrique,Alfredo José Pedrique García,Alfredo,Pedrique,IF,D,D,2,Venezuela,Carabobo,Valencia
1978-79,A. Pedrique,Alfredo José Pedrique García,Alfredo,Pedrique,IF,D,D,1,Venezuela,Carabobo,Valencia
1970-71,A. Ortiz,Alfredo Ortiz,Alfredo,Ortiz,IF,D,D,4,Venezuela,Aragua,Maracay
1969-70,A. Ortiz,Alfredo Ortiz,Alfredo,Ortiz,IF,D,D,3,Venezuela,Aragua,Maracay
2019-20,A. Alvarez,Alvaro Paul Alvarez,Alvaro,Alvarez,C,D,D,1,Venezuela,D.F.,Caracas
2008-09,A. Colina,Alvin Enrique Colina,Alvin,Colina,C,D,D,8,Venezuela,Carabobo,Puerto Cabello
2007-08,A. Colina,Alvin Enrique Colina,Alvin,Colina,C,D,D,7,Venezuela,Carabobo,Puerto Cabello
2019-20,A. Herrera,Alvin Herrera,Alvin,Herrera,P,D,D,5,Venezuela,Miranda,
2018-19,A. Herrera,Alvin Herrera,Alvin,Herrera,P,D,D,4,Venezuela,Miranda,
2016-17,A. Herrera,Alvin Herrera,Alvin,Herrera,P,D,D,3,Venezuela,Miranda,
2015-16,A. Herrera,Alvin Herrera,Alvin,Herrera,P,D,D,2,Venezuela,Miranda,
2014-15,A. Herrera,Alvin Herrera,Alvin,Herrera,P,D,D,1,Venezuela,Miranda,
2014-15,A. Mejias,Alving Mejias,Alving,Mejias,P,D,D,2,Venezuela,Zulia,Maracaibo
2012-13,A. Mejias,Alving Mejias,Alving,Mejias,P,D,D,1,Venezuela,Zulia,Maracaibo
2016-17,A. Gerdel,Anderson Denny Gerdel,Anderson,Gerdel,P,D,D,2,Venezuela,Miranda,Charallave
2014-15,A. Gerdel,Anderson Denny Gerdel,Anderson,Gerdel,P,D,D,1,Venezuela,Miranda,Charallave
2008-09,A. Machado,Anderson Javier Machado,Anderson,Machado,2B,A,D,10,Venezuela,D.F.,Caracas
2019-20,A. Vera,Anderson Josue Vera,Anderson,Vera,P,D,D,1,Venezuela,Aragua,Maracay
2016-17,A. Torres,Andrés Elias Torres,Andrés,Torres,P,D,D,1,Venezuela,D.F.,Caracas
1988-89,A. Espinoza,Andrés Espinoza,Andrés,Espinoza,1B,Z,Z,6,Venezuela,D.F.,Caracas
1987-88,A. Espinoza,Andrés Espinoza,Andrés,Espinoza,1B,Z,Z,5,Venezuela,D.F.,Caracas
1986-87,A. Espinoza,Andrés Espinoza,Andrés,Espinoza,1B,Z,Z,4,Venezuela,D.F.,Caracas
1985-86,A. Espinoza,Andrés Espinoza,Andrés,Espinoza,1B,Z,Z,3,Venezuela,D.F.,Caracas
1984-85,A. Espinoza,Andrés Espinoza,Andrés,Espinoza,1B,Z,Z,2,Venezuela,D.F.,Caracas
1999-00,A. Espinoza,Andrés Espinoza,Andrés,Espinoza,CF,D,D,2,Venezuela,Yaracuy,San Felipe
1983-84,A. Espinoza,Andrés Espinoza,Andrés,Espinoza,1B,Z,Z,1,Venezuela,D.F.,Caracas
1998-99,A. Espinoza,Andrés Espinoza,Andrés,Espinoza,CF,D,D,1,Venezuela,Yaracuy,San Felipe
2019-20,A. Nelo,Angel Fernando Nelo,Angel,Nelo,C,D,D,1,Venezuela,Lara,Barquisimeto
2010-11,A. Sánchez,Angelo José Sánchez,Angelo,Sánchez,P,D,D,2,Venezuela,Tachira,Rubio
2018-19,A. Concepcion,Anthony Concepcion,Anthony,Concepcion,RF,D,D,2,Venezuela,Portuguesa,Acarigua
2013-14,A. Ortega,Anthony Yoel Ortega Martínez,Anthony,Ortega,P,D,D,7,Venezuela,Miranda,Ocumare del Tuy
2012-13,A. Ortega,Anthony Yoel Ortega Martínez,Anthony,Ortega,P,D,D,6,Venezuela,Miranda,Ocumare del Tuy
2011-12,A. Ortega,Anthony Yoel Ortega Martínez,Anthony,Ortega,P,D,D,5,Venezuela,Miranda,Ocumare del Tuy
2010-11,A. Ortega,Anthony Yoel Ortega Martínez,Anthony,Ortega,P,D,D,4,Venezuela,Miranda,Ocumare del Tuy
2008-09,A. Ortega,Anthony Yoel Ortega Martínez,Anthony,Ortega,P,D,D,3,Venezuela,Miranda,Ocumare del Tuy
2007-08,A. Ortega,Anthony Yoel Ortega Martínez,Anthony,Ortega,P,D,D,2,Venezuela,Miranda,Ocumare del Tuy
2006-07,A. Ortega,Anthony Yoel Ortega Martínez,Anthony,Ortega,P,D,D,1,Venezuela,Miranda,Ocumare del Tuy
1985-86,A. Cordova,Antonio Cordova,Antonio,Cordova,IF,D,D,6,Venezuela,Nueva Esparta,Porlamar
