"N","Player Id","Temporada","Fecha","Juego","Equipo","orden","Jugador","IP","H","C","CL","HR","BB","SO","BF","EFE","G","P","SV","BS","HLD","Estadio","oponente","ronda","game_pk","day_nigth"
456,"halkyl001","2021-22","11/12/2021",40,"Tiburones de la Guaira",7,"Kyle Halbohn ",1,2,1,1,0,0,0,5,2.25,0,0,1,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",,
457,,"2021-22","11/12/2021",40,"Tigres de Aragua",1,"Osmer Morales",5,5,0,0,0,1,2,21,7.66,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tiburones de la Guaira","regular",,
458,,"2021-22","11/12/2021",40,"Tigres de Aragua",2,"Eduardo Figueroa ",1,0,0,0,0,0,1,3,5.59,0,0,0,0,1,"Estadio Jose Perez Colmenares","Tiburones de la Guaira","regular",,
459,,"2021-22","11/12/2021",40,"Tigres de Aragua",3,"Leonel Campos ",0.2,2,1,0,0,0,0,5,3.86,0,0,0,0,1,"Estadio Jose Perez Colmenares","Tiburones de la Guaira","regular",,
460,,"2021-22","11/12/2021",40,"Tigres de Aragua",4,"Ronald Belisario ",1.1,0,0,0,0,1,1,5,5.74,0,0,0,0,1,"Estadio Jose Perez Colmenares","Tiburones de la Guaira","regular",,
461,,"2021-22","11/12/2021",40,"Tigres de Aragua",5,"Henry Alberto Rodriguez ",0.2,2,3,3,0,0,0,5,2.7,0,1,0,0,0,"Estadio Jose Perez Colmenares","Tiburones de la Guaira","regular",,
462,,"2021-22","11/12/2021",40,"Tigres de Aragua",6,"Francisco Carrillo ",0.1,1,2,2,1,1,1,3,3.54,0,0,0,1,0,"Estadio Jose Perez Colmenares","Tiburones de la Guaira","regular",,
463,,"2021-22","12/12/2021",41,"Navegantes del Magallanes",1,"Luis Alfredo Ramirez",3,0,0,0,0,4,1,11,6,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
464,,"2021-22","12/12/2021",41,"Navegantes del Magallanes",2,"Luis Martinez ",3,3,1,1,1,1,5,14,4.37,1,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
465,,"2021-22","12/12/2021",41,"Navegantes del Magallanes",3,"Jose Martinez",1,1,0,0,0,2,0,6,6.91,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
466,,"2021-22","12/12/2021",41,"Navegantes del Magallanes",4,"Carlos Valero",1,0,0,0,0,1,0,3,4.15,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
467,,"2021-22","12/12/2021",41,"Navegantes del Magallanes",5,"Luis Rico",1,2,1,1,1,0,1,5,4.7,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
468,"smimyl001","2021-22","12/12/2021",41,"Tiburones de la Guaira",1,"Myles Smith ",0.2,2,3,3,1,3,1,7,7.08,0,1,0,0,0,"Estadio Universitario","Navegantes del Magallanes","regular",,
469,"herjas001","2021-22","12/12/2021",41,"Tiburones de la Guaira",2,"Jasier Herrera",3.1,2,0,0,0,0,6,13,0,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes","regular",,
470,"pinjul001","2021-22","12/12/2021",41,"Tiburones de la Guaira",3,"Julio Pinto",2,2,1,1,0,1,2,9,6.14,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes","regular",,
471,"jimedu001","2021-22","12/12/2021",41,"Tiburones de la Guaira",4,"Eduardo Jiménez",0.2,3,4,4,0,2,0,7,9.82,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes","regular",,
472,"guzemi001","2021-22","12/12/2021",41,"Tiburones de la Guaira",5,"Emilker Guzman",0.1,0,0,0,0,1,0,2,2.89,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes","regular",,
473,"covraf001","2021-22","12/12/2021",41,"Tiburones de la Guaira",6,"Rafael Cova",1,2,1,1,0,0,1,6,9,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes","regular",,
474,"infgre001","2021-22","12/12/2021",41,"Tiburones de la Guaira",7,"Gregory Infante",1,1,0,0,0,0,0,4,8.4,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes","regular",,
475,"guejun001","2021-22","14/12/2021",42,"Tiburones de la Guaira",1,"Junior Guerra ",6.1,8,6,6,1,2,6,27,5.18,0,1,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
476,"beljoh001","2021-22","14/12/2021",42,"Tiburones de la Guaira",2,"Johan Belisario",0.2,0,0,0,0,0,0,2,2.53,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
477,"ramedu001","2021-22","14/12/2021",42,"Tiburones de la Guaira",3,"Edubray Ramos",1,3,2,2,0,1,1,7,8.68,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
478,,"2021-22","14/12/2021",42,"Bravos de Margarita",1,"Pedro Avila ",6,3,2,2,0,1,4,22,3,1,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
479,,"2021-22","14/12/2021",42,"Bravos de Margarita",2,"Melvi Acosta ",1,1,0,0,0,0,1,4,6.55,0,0,0,0,1,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
480,,"2021-22","14/12/2021",42,"Bravos de Margarita",3,"José Mesa Jr.",1,0,0,0,0,2,1,5,3,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
481,,"2021-22","14/12/2021",42,"Bravos de Margarita",4,"Ezequiel Zabaleta",1,0,0,0,0,0,1,3,3.86,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
482,,"2021-22","15/12/2021",43,"Leones del Caracas",1,"Yoimer Camacho ",5.2,7,1,1,0,0,2,23,3.23,1,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
483,,"2021-22","15/12/2021",43,"Leones del Caracas",2,"Gerson Garabito ",1.1,2,1,1,0,0,0,6,3.86,0,0,0,0,1,"Estadio Universitario","Tiburones de la Guaira","regular",,
484,,"2021-22","15/12/2021",43,"Leones del Caracas",3,"Ricardo Rodríguez ",1,1,0,0,0,0,0,3,4.35,0,0,0,0,1,"Estadio Universitario","Tiburones de la Guaira","regular",,
485,,"2021-22","15/12/2021",43,"Leones del Caracas",4,"Jesus Zambrano ",1,1,0,0,0,0,1,3,1.75,0,0,1,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
486,"cavjor001","2021-22","15/12/2021",43,"Tiburones de la Guaira",1,"Jorgan Cavanerio ",4.1,8,4,4,1,0,4,21,4.13,0,1,0,0,0,"Estadio Universitario","Leones del Caracas","regular",,
487,"pinjul001","2021-22","15/12/2021",43,"Tiburones de la Guaira",2,"Julio Pinto",1.2,0,0,0,0,1,3,5,5.51,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",,
488,"covraf001","2021-22","15/12/2021",43,"Tiburones de la Guaira",3,"Rafael Cova",1,0,0,0,0,0,0,3,8.25,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",,
489,"infgre001","2021-22","15/12/2021",43,"Tiburones de la Guaira",4,"Gregory Infante",1,0,0,0,0,0,0,3,7.88,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",,
490,"halkyl001","2021-22","15/12/2021",43,"Tiburones de la Guaira",5,"Kyle Halbohn",1,0,0,0,0,0,1,3,1.8,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",,
491,"herarn001","2021-22","16/12/2021",44,"Tiburones de la Guaira",1,"Arnaldo Hernandez ",3,7,2,2,0,2,2,16,6.53,0,1,0,0,0,"Estadio Universitario","Cardenales de Lara","regular",,
492,"guzemi001","2021-22","16/12/2021",44,"Tiburones de la Guaira",2,"Emilker Guzman",1,0,1,0,0,2,0,6,2.61,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara","regular",,
493,"beljoh001","2021-22","16/12/2021",44,"Tiburones de la Guaira",3,"Johan Belisario",1,0,0,0,0,0,0,2,2.31,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara","regular",,
494,"hernel001","2021-22","16/12/2021",44,"Tiburones de la Guaira",4,"Nelson Hernandez",1,0,0,0,0,0,0,3,5.06,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara","regular",,
495,"guzlui001","2021-22","16/12/2021",44,"Tiburones de la Guaira",5,"Luis Guzman",0.1,2,2,2,1,0,0,3,6,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara","regular",,
496,"jimedu001","2021-22","16/12/2021",44,"Tiburones de la Guaira",6,"Eduardo Jiménez",0.2,1,0,0,0,1,0,4,9.26,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara","regular",,
497,"covraf001","2021-22","16/12/2021",44,"Tiburones de la Guaira",7,"Rafael Cova",0.2,3,1,1,0,0,1,5,8.53,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara","regular",,
498,"ramedu001","2021-22","16/12/2021",44,"Tiburones de la Guaira",8,"Edubray Ramos",0.1,0,0,0,0,0,0,1,8.38,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara","regular",,
499,,"2021-22","16/12/2021",44,"Cardenales de Lara",1,"Alejandro Requena",4,2,1,0,0,0,3,15,4.5,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
500,,"2021-22","16/12/2021",44,"Cardenales de Lara",2,"Pedro Garcia ",1,0,0,0,0,0,2,4,1.98,1,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
501,,"2021-22","16/12/2021",44,"Cardenales de Lara",3,"Fabian Blanco ",1,0,0,0,0,0,0,2,2.04,0,0,0,0,1,"Estadio Universitario","Tiburones de la Guaira","regular",,
502,,"2021-22","16/12/2021",44,"Cardenales de Lara",4,"Jean Machi ",1,0,0,0,0,0,0,3,3.94,0,0,0,0,1,"Estadio Universitario","Tiburones de la Guaira","regular",,
503,,"2021-22","16/12/2021",44,"Cardenales de Lara",5,"Yapson Gomez",1,0,0,0,0,0,1,3,2.29,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
504,,"2021-22","16/12/2021",44,"Cardenales de Lara",6,"Diego Moreno",1,0,0,0,0,1,0,4,0,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
505,"herjas001","2021-22","17/12/2021",45,"Tiburones de la Guaira",1,"Jasier Herrera ",5,6,1,1,1,1,6,22,1.08,1,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",,
506,"smimyl001","2021-22","17/12/2021",45,"Tiburones de la Guaira",2,"Myles Smith ",1,3,0,0,0,0,0,5,6.75,0,0,0,0,1,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",,
507,"paleug001","2021-22","17/12/2021",45,"Tiburones de la Guaira",3,"Eugenio Palma ",1,0,0,0,0,0,0,3,4.3,0,0,0,0,1,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",,
508,"beljoh001","2021-22","17/12/2021",45,"Tiburones de la Guaira",4,"Johan Belisario ",1,1,0,0,0,1,0,4,2.13,0,0,0,0,1,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",,
509,"guejun001","2021-22","17/12/2021",45,"Tiburones de la Guaira",5,"Junior Guerra ",1,2,1,1,0,0,0,5,5.26,0,0,1,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",,
510,,"2021-22","17/12/2021",45,"Cardenales de Lara",1,"Nestor Molina ",7.1,8,3,1,0,1,6,30,5.4,0,1,0,0,0,"Estadio Antonio Herrera Gutierrez","Tiburones de la Guaira","regular",,
511,,"2021-22","17/12/2021",45,"Cardenales de Lara",2,"Diego Moreno",0.2,0,0,0,0,1,1,3,0,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Tiburones de la Guaira","regular",,
512,,"2021-22","17/12/2021",45,"Cardenales de Lara",3,"Luís Madero",1,1,0,0,0,0,1,4,3.31,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Tiburones de la Guaira","regular",,
513,,"2021-22","18/12/2021",46,"Bravos de Margarita",1,"Dedgar Jimenez",2.1,3,1,1,0,0,0,11,13.5,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
514,,"2021-22","18/12/2021",46,"Bravos de Margarita",2,"Julio Vivas ",1.2,2,0,0,0,1,2,8,3.63,1,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
515,,"2021-22","18/12/2021",46,"Bravos de Margarita",3,"Yender Cáramo",1.2,3,2,0,0,0,3,9,5.06,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
516,,"2021-22","18/12/2021",46,"Bravos de Margarita",4,"Angel Leon",0.1,1,0,0,0,0,1,2,3.95,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
517,,"2021-22","18/12/2021",46,"Bravos de Margarita",5,"Anthony Molina",1,3,2,2,0,1,0,6,5.4,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
518,,"2021-22","18/12/2021",46,"Bravos de Margarita",6,"José Mesa Jr. ",1,0,0,0,0,0,3,3,2.25,0,0,0,0,1,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
519,,"2021-22","18/12/2021",46,"Bravos de Margarita",7,"Ezequiel Zabaleta ",1,0,0,0,0,0,0,3,3.38,0,0,1,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
520,"hernel001","2021-22","18/12/2021",46,"Tiburones de la Guaira",1,"Nelson Hernandez",0.1,2,1,1,0,2,0,5,5.73,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
521,"pinjul001","2021-22","18/12/2021",46,"Tiburones de la Guaira",2,"Julio Pinto ",2,1,3,3,0,3,0,9,6.38,0,1,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
522,"infgre001","2021-22","18/12/2021",46,"Tiburones de la Guaira",3,"Gregory Infante",2.1,4,1,1,1,0,3,11,7.36,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
523,"guzemi001","2021-22","18/12/2021",46,"Tiburones de la Guaira",4,"Emilker Guzman",0.2,1,2,2,0,3,0,5,4.09,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
524,"ramedu001","2021-22","18/12/2021",46,"Tiburones de la Guaira",5,"Edubray Ramos",1.1,0,0,0,0,0,1,4,7.36,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
525,"guzlui001","2021-22","18/12/2021",46,"Tiburones de la Guaira",6,"Luis Guzman",0.1,1,0,0,0,1,0,3,5.84,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
526,"jimedu001","2021-22","18/12/2021",46,"Tiburones de la Guaira",7,"Eduardo Jiménez",1,0,0,0,0,1,1,4,8.53,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
527,"halkyl001","2021-22","18/12/2021",46,"Tiburones de la Guaira",8,"Kyle Halbohn",1,0,0,0,0,0,0,4,1.5,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
528,,"2021-22","19/12/2021",47,"Caribes de Anzoategui",1,"Jheyson Manzueta",3,6,3,3,0,2,0,15,6.5,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
529,,"2021-22","19/12/2021",47,"Caribes de Anzoategui",2,"Jean Toledo",1,0,0,0,0,0,0,2,3.38,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
530,,"2021-22","19/12/2021",47,"Caribes de Anzoategui",3,"Ivan Medina ",1,1,0,0,0,0,1,3,9.49,1,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
531,,"2021-22","19/12/2021",47,"Caribes de Anzoategui",4,"José Domínguez",2,3,3,3,0,0,2,9,6,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
532,,"2021-22","19/12/2021",47,"Caribes de Anzoategui",5,"Lester Oliveros",0.2,2,2,1,0,0,1,5,4.6,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
533,,"2021-22","19/12/2021",47,"Caribes de Anzoategui",6,"Andres Sotillet ",1.1,0,0,0,0,1,0,4,1.46,0,0,1,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
534,"idreud001","2021-22","19/12/2021",47,"Tiburones de la Guaira",1,"Eudis Idrogo",3,4,3,3,0,0,2,13,9.7,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",,
535,"smimyl001","2021-22","19/12/2021",47,"Tiburones de la Guaira",2,"Myles Smith ",2,2,3,3,0,1,0,9,7.33,0,1,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",,
536,"paleug001","2021-22","19/12/2021",47,"Tiburones de la Guaira",3,"Eugenio Palma",0.2,1,2,2,1,1,0,4,5.28,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",,
537,"covraf001","2021-22","19/12/2021",47,"Tiburones de la Guaira",4,"Rafael Cova",0.1,1,1,1,1,0,0,2,9,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",,
538,"hernel001","2021-22","19/12/2021",47,"Tiburones de la Guaira",5,"Nelson Hernandez",1.2,2,1,1,0,0,1,7,5.68,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",,
539,"beljoh001","2021-22","19/12/2021",47,"Tiburones de la Guaira",6,"Johan Belisario",1.1,1,0,0,0,0,0,5,1.93,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",,
540,"davdav001","2021-22","21/12/2021",48,"Tiburones de la Guaira",1,"David Davalillo ",1.1,2,5,2,0,2,1,11,13.5,0,1,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
541,"infgre001","2021-22","21/12/2021",48,"Tiburones de la Guaira",2,"Gregory Infante",0.2,3,1,1,0,0,0,5,7.58,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
542,"jimedu001","2021-22","21/12/2021",48,"Tiburones de la Guaira",3,"Eduardo Jiménez",0.2,1,2,2,0,2,0,5,9.45,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
543,"cavjor001","2021-22","21/12/2021",48,"Tiburones de la Guaira",4,"Jorgan Cavanerio",1.2,2,2,2,1,1,1,7,4.33,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
544,"guejun001","2021-22","21/12/2021",48,"Tiburones de la Guaira",5,"Junior Guerra",2.2,1,0,0,0,1,2,10,4.99,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
545,"ramedu001","2021-22","21/12/2021",48,"Tiburones de la Guaira",6,"Edubray Ramos",1,1,1,1,0,0,1,5,7.5,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
546,,"2021-22","21/12/2021",48,"Bravos de Margarita",1,"Yohan Pino",2.1,5,4,4,0,3,1,15,6.16,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
547,,"2021-22","21/12/2021",48,"Bravos de Margarita",2,"Yender Cáramo ",2.2,2,0,0,0,0,3,9,4.5,1,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
548,,"2021-22","21/12/2021",48,"Bravos de Margarita",3,"Alfred Gutierrez",2,1,0,0,0,0,2,6,1.59,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
549,,"2021-22","21/12/2021",48,"Bravos de Margarita",4,"Melvi Acosta",1,1,0,0,0,1,0,5,6.23,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
550,,"2021-22","21/12/2021",48,"Bravos de Margarita",5,"Ezequiel Zabaleta",1,1,0,0,0,0,1,4,3,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
551,,"2021-22","22/12/2021",49,"Bravos de Margarita",1,"Henry Centeno ",6,7,2,2,1,0,2,23,4.31,1,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
552,,"2021-22","22/12/2021",49,"Bravos de Margarita",2,"José Mesa Jr.",2,2,0,0,0,0,1,8,6,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
553,,"2021-22","22/12/2021",49,"Bravos de Margarita",3,"Ivan Hernandez",1,1,0,0,0,0,0,4,5.4,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
554,"garkev001","2021-22","22/12/2021",49,"Tiburones de la Guaira",1,"Kevin Garcia ",1,1,3,3,1,4,0,8,16.2,0,1,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
555,"smimyl001","2021-22","22/12/2021",49,"Tiburones de la Guaira",2,"Myles Smith",0.1,1,2,2,0,2,0,4,7.99,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
556,"beljoh001","2021-22","22/12/2021",49,"Tiburones de la Guaira",3,"Johan Belisario",1.2,1,0,0,0,0,0,6,1.72,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
557,"lezang001","2021-22","22/12/2021",49,"Tiburones de la Guaira",4,"Angel Lezama",1,0,0,0,0,0,1,3,10.8,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
558,"suncar001","2021-22","22/12/2021",49,"Tiburones de la Guaira",5,"Carlos Suniaga",1,0,0,0,0,1,0,4,3.38,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
559,"mayhec001","2021-22","22/12/2021",49,"Tiburones de la Guaira",6,"Hector Mayora",1,0,0,0,0,0,1,3,7.2,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
560,"herarn001","2021-22","22/12/2021",49,"Tiburones de la Guaira",7,"Arnaldo Hernandez",1,1,1,1,0,0,0,4,6.65,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
561,"pinjul001","2021-22","22/12/2021",49,"Tiburones de la Guaira",8,"Julio Pinto",0,2,3,1,0,0,0,4,6.87,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
562,"paleug001","2021-22","22/12/2021",49,"Tiburones de la Guaira",9,"Eugenio Palma",1,0,0,0,0,0,0,3,4.96,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
563,"halkyl001","2021-22","22/12/2021",49,"Tiburones de la Guaira",10,"Kyle Halbohn",0,5,3,3,0,0,0,5,6,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
564,"herjas001","2021-22","22/12/2021",49,"Tiburones de la Guaira",11,"Jasier Herrera",1,0,0,0,0,0,3,3,0.96,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
565,"NA","2022-23","22/10/2022",1,"Tigres de Aragua",1,"Jorgan Cavanerio ",2.1,7,5,5,1,0,0,12,19.29,0,1,0,0,0,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
566,"NA","2022-23","22/10/2022",1,"Tigres de Aragua",2,"Leonel Campos",1.2,2,0,0,0,0,1,6,0,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
567,"NA","2022-23","22/10/2022",1,"Tigres de Aragua",3,"Edgar Ibarra",1,2,3,3,0,1,2,6,27,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
568,"NA","2022-23","22/10/2022",1,"Tigres de Aragua",4,"Fabricio Reina",0.1,1,1,0,0,0,0,3,0,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
569,"NA","2022-23","22/10/2022",1,"Tigres de Aragua",5,"Franklin Morales",0.2,1,1,1,0,0,1,3,13.5,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
570,"NA","2022-23","22/10/2022",1,"Tigres de Aragua",6,"Francisco Chaparro",1,1,0,0,0,0,0,4,0,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
571,"NA","2022-23","22/10/2022",1,"Tigres de Aragua",7,"Miguel Coronel",1,3,4,4,1,1,1,7,36,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
572,"NA","2022-23","22/10/2022",1,"Cardenales de Lara",1,"Williams Pérez",3.1,2,2,2,1,3,1,15,5.4,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714374,"day"
573,"NA","2022-23","22/10/2022",1,"Cardenales de Lara",2,"Jean Machi",0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714374,"day"
574,"NA","2022-23","22/10/2022",1,"Cardenales de Lara",3,"Jesus Sanchez ",1,1,0,0,0,0,0,4,0,1,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714374,"day"
575,"NA","2022-23","22/10/2022",1,"Cardenales de Lara",4,"Luís Madero ",1,1,0,0,0,0,0,4,0,0,0,0,0,1,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714374,"day"
576,"NA","2022-23","22/10/2022",1,"Cardenales de Lara",5,"Yapson Gomez",1,3,2,2,0,0,1,6,18,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714374,"day"
577,"NA","2022-23","22/10/2022",1,"Cardenales de Lara",6,"James Dykstra",1,0,0,0,0,0,2,3,0,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714374,"day"
578,"NA","2022-23","22/10/2022",1,"Cardenales de Lara",7,"Diego Moreno",1,0,0,0,0,0,1,3,0,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714374,"day"
579,"NA","2022-23","22/10/2022",1,"Aguilas del Zulia",1,"Elvis Araujo ",2.2,6,2,2,0,2,4,16,6.75,0,1,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular",714315,"night"
580,"NA","2022-23","22/10/2022",1,"Aguilas del Zulia",2,"Luis Cedeno",0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular",714315,"night"
581,"NA","2022-23","22/10/2022",1,"Aguilas del Zulia",3,"Giussepe Velasquez",1,0,0,0,0,0,0,3,0,0,0,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular",714315,"night"
582,"NA","2022-23","22/10/2022",1,"Aguilas del Zulia",4,"Nomar Rojas",1,0,0,0,0,0,2,3,0,0,0,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular",714315,"night"
