"N","Player id","Temporada","Fecha","Juego","Equipo","Posicion","Orden_bat","Jugador","AB","R","H","2B","3B","HR","RBI","BB","SO","LOB","AVE","Estadio","oponente"
903,"duredg001","2021-22","15/12/2022",43,"Tiburones de la Guaira","3B",2,"Edgar Duran ",4,0,0,0,0,0,0,0,1,2,0.291,"Estadio Universitario","Leones del Caracas"
904,"marjos002","2021-22","15/12/2022",43,"Tiburones de la Guaira","1B",3,"José Martínez ",4,1,2,0,0,0,0,0,0,0,0.292,"Estadio Universitario","Leones del Caracas"
905,"vasdan001","2021-22","15/12/2022",43,"Tiburones de la Guaira","DH",4,"Danry Vasquez ",4,0,2,0,0,0,0,0,1,1,0.257,"Estadio Universitario","Leones del Caracas"
906,"melkel001","2021-22","15/12/2022",43,"Tiburones de la Guaira","SS",5,"Kelvin Melean ",4,0,0,0,0,0,0,0,0,3,0.263,"Estadio Universitario","Leones del Caracas"
907,"torjun001","2021-22","15/12/2022",43,"Tiburones de la Guaira","C",6,"Juan Torres ",4,0,4,1,0,0,0,0,0,0,0.227,"Estadio Universitario","Leones del Caracas"
908,"marteo001","2021-22","15/12/2022",43,"Tiburones de la Guaira","LF",7,"Teodoro Martinez ",4,0,0,0,0,0,0,0,0,4,0.267,"Estadio Universitario","Leones del Caracas"
909,"cumgre001","2021-22","15/12/2022",43,"Tiburones de la Guaira","2B",8,"Grenny Cumana ",4,1,1,1,0,0,0,0,1,0,0.167,"Estadio Universitario","Leones del Caracas"
910,"lujjes001","2021-22","15/12/2022",43,"Tiburones de la Guaira","CF",9,"Jesus Lujano ",3,0,1,1,0,0,0,0,0,1,0.242,"Estadio Universitario","Leones del Caracas"
911,"cedlor001","2021-22","16/12/2022",44,"Tiburones de la Guaira","RF",1,"Lorenzo Cedrola ",4,0,0,0,0,0,0,0,0,0,0.235,"Estadio Universitario","Cardenales de Lara"
912,"melkel001","2021-22","16/12/2022",44,"Tiburones de la Guaira","SS",2,"Kelvin Melean ",4,0,0,0,0,0,0,0,0,2,0.238,"Estadio Universitario","Cardenales de Lara"
913,"marjos002","2021-22","16/12/2022",44,"Tiburones de la Guaira","1B",3,"José Martínez ",3,0,0,0,0,0,0,1,0,0,0.275,"Estadio Universitario","Cardenales de Lara"
914,"torjun001","2021-22","16/12/2022",44,"Tiburones de la Guaira","3B",4,"Juan Torres ",4,0,0,0,0,0,0,0,1,1,0.214,"Estadio Universitario","Cardenales de Lara"
915,"duredg001","2021-22","16/12/2022",44,"Tiburones de la Guaira","2B",5,"Edgar Duran ",3,0,1,0,0,0,0,0,0,0,0.293,"Estadio Universitario","Cardenales de Lara"
916,"marteo001","2021-22","16/12/2022",44,"Tiburones de la Guaira","LF",6,"Teodoro Martinez ",3,0,0,0,0,0,0,0,0,1,0.26,"Estadio Universitario","Cardenales de Lara"
917,"perjai001","2021-22","16/12/2022",44,"Tiburones de la Guaira","DH",7,"Jairo Perez ",1,0,0,0,0,0,0,0,1,0,0.258,"Estadio Universitario","Cardenales de Lara"
918,"reyren001","2021-22","16/12/2022",44,"Tiburones de la Guaira","PH-DH",,"Rene Reyes ",2,0,0,0,0,0,0,0,2,0,0.286,"Estadio Universitario","Cardenales de Lara"
919,"bragab001","2021-22","16/12/2022",44,"Tiburones de la Guaira","C",8,"Gabriel Bracamonte ",3,0,0,0,0,0,0,0,2,0,0,"Estadio Universitario","Cardenales de Lara"
920,"lujjes001","2021-22","16/12/2022",44,"Tiburones de la Guaira","CF",9,"Jesus Lujano ",3,1,1,1,0,0,0,0,0,0,0.25,"Estadio Universitario","Cardenales de Lara"
921,,"2021-22","16/12/2022",44,"Cardenales de Lara","2B",1,"Ildemaro Vargas ",4,2,2,0,0,0,0,1,1,2,0.321,"Estadio Universitario","Tiburones de la Guaira"
922,,"2021-22","16/12/2022",44,"Cardenales de Lara","CF",2,"Gorkys Hernández ",5,1,2,0,0,1,3,0,0,2,0.296,"Estadio Universitario","Tiburones de la Guaira"
923,,"2021-22","16/12/2022",44,"Cardenales de Lara","RF",3,"Yordanys Linares ",4,1,2,0,0,0,0,1,1,0,0.316,"Estadio Universitario","Tiburones de la Guaira"
924,,"2021-22","16/12/2022",44,"Cardenales de Lara","3B-1B",4,"Carlos Rivero ",3,0,1,0,0,0,1,2,0,3,0.293,"Estadio Universitario","Tiburones de la Guaira"
925,,"2021-22","16/12/2022",44,"Cardenales de Lara","DH",5,"Gabriel Moreno ",3,0,1,0,0,0,0,1,0,2,0.283,"Estadio Universitario","Tiburones de la Guaira"
926,,"2021-22","16/12/2022",44,"Cardenales de Lara","1B",6,"Pedro Castellanos ",4,0,2,0,0,0,0,0,0,2,0.304,"Estadio Universitario","Tiburones de la Guaira"
927,,"2021-22","16/12/2022",44,"Cardenales de Lara","LF",,"Jecksson Flores ",0,0,0,0,0,0,0,0,0,0,0.305,"Estadio Universitario","Tiburones de la Guaira"
928,,"2021-22","16/12/2022",44,"Cardenales de Lara","C",7,"Ali Sánchez ",4,0,0,0,0,0,0,0,0,6,0.284,"Estadio Universitario","Tiburones de la Guaira"
929,,"2021-22","16/12/2022",44,"Cardenales de Lara","SS",8,"Juniel Querecuto ",4,1,1,1,0,0,0,0,1,0,0.236,"Estadio Universitario","Tiburones de la Guaira"
930,,"2021-22","16/12/2022",44,"Cardenales de Lara","LF-3B",9,"Jermaine Palacios ",4,1,2,0,0,0,1,0,0,0,0.336,"Estadio Universitario","Tiburones de la Guaira"
971,,"2021-22","19/12/2022",47,"Caribes de Anzoategui","CF",1,"Herlis Rodriguez ",4,1,0,0,0,0,0,0,0,0,0.291,"Estadio Universitario","Tiburones de la Guaira"
972,,"2021-22","19/12/2022",47,"Caribes de Anzoategui","2B",2,"Asdrúbal Cabrera ",5,2,2,1,0,0,1,0,1,0,0.36,"Estadio Universitario","Tiburones de la Guaira"
973,,"2021-22","19/12/2022",47,"Caribes de Anzoategui","3B",3,"Niuman Romero ",2,1,1,0,0,0,1,1,0,0,0.37,"Estadio Universitario","Tiburones de la Guaira"
974,,"2021-22","19/12/2022",47,"Caribes de Anzoategui","LF",,"Eduardo Diaz ",2,0,1,0,0,0,0,0,1,0,0.297,"Estadio Universitario","Tiburones de la Guaira"
975,,"2021-22","19/12/2022",47,"Caribes de Anzoategui","DH",4,"Balbino Fuenmayor ",5,1,2,1,0,0,2,0,0,1,0.374,"Estadio Universitario","Tiburones de la Guaira"
976,,"2021-22","19/12/2022",47,"Caribes de Anzoategui","RF",5,"Victor Reyes ",4,1,1,0,0,1,3,0,0,0,0.324,"Estadio Universitario","Tiburones de la Guaira"
977,,"2021-22","19/12/2022",47,"Caribes de Anzoategui","LF-3B",6,"Willians Astudillo ",4,1,1,0,0,0,0,0,0,0,0.275,"Estadio Universitario","Tiburones de la Guaira"
978,,"2021-22","19/12/2022",47,"Caribes de Anzoategui","1B",7,"Tomás Telis ",4,0,1,0,0,0,0,0,0,0,0.349,"Estadio Universitario","Tiburones de la Guaira"
979,,"2021-22","19/12/2022",47,"Caribes de Anzoategui","SS",8,"Heiker Meneses ",2,1,0,0,0,0,1,1,1,0,0.234,"Estadio Universitario","Tiburones de la Guaira"
980,,"2021-22","19/12/2022",47,"Caribes de Anzoategui","C",9,"Jesús Sucre ",4,2,2,1,0,1,2,0,0,1,0.277,"Estadio Universitario","Tiburones de la Guaira"
981,"cedlor001","2021-22","19/12/2022",47,"Tiburones de la Guaira","CF",1,"Lorenzo Cedrola ",3,1,1,0,0,0,1,1,0,1,0.243,"Estadio Universitario","Caribes de Anzoategui"
982,"vasdan001","2021-22","19/12/2022",47,"Tiburones de la Guaira","RF",2,"Danry Vasquez ",4,0,0,0,0,0,0,1,1,1,0.25,"Estadio Universitario","Caribes de Anzoategui"
983,"marjos002","2021-22","19/12/2022",47,"Tiburones de la Guaira","DH",3,"José Martínez ",4,0,1,0,0,0,0,0,2,0,0.279,"Estadio Universitario","Caribes de Anzoategui"
984,"torjun001","2021-22","19/12/2022",47,"Tiburones de la Guaira","1B",4,"Juan Torres ",3,2,2,0,0,0,1,0,0,0,0.213,"Estadio Universitario","Caribes de Anzoategui"
985,"duredg001","2021-22","19/12/2022",47,"Tiburones de la Guaira","3B",5,"Edgar Duran ",4,2,2,1,0,0,0,0,0,2,0.295,"Estadio Universitario","Caribes de Anzoategui"
986,"marteo001","2021-22","19/12/2022",47,"Tiburones de la Guaira","LF",6,"Teodoro Martinez ",4,1,2,1,0,0,3,0,0,1,0.282,"Estadio Universitario","Caribes de Anzoategui"
987,"melkel001","2021-22","19/12/2022",47,"Tiburones de la Guaira","SS",7,"Kelvin Melean ",4,1,2,0,0,0,0,0,0,1,0.278,"Estadio Universitario","Caribes de Anzoategui"
988,"bragab001","2021-22","19/12/2022",47,"Tiburones de la Guaira","C",8,"Gabriel Bracamonte ",4,1,2,1,0,0,1,0,0,2,0.364,"Estadio Universitario","Caribes de Anzoategui"
989,"varjer001","2021-22","19/12/2022",47,"Tiburones de la Guaira","2B",9,"Jheremy Vargas ",2,0,0,0,0,0,1,1,1,2,0,"Estadio Universitario","Caribes de Anzoategui"
