"N","Player id","Temporada","Fecha","Juego","Equipo","Posicion","Orden_bat","Jugador","AB","R","H","2B","3B","HR","RBI","BB","SO","LOB","AVE","Estadio","oponente","ronda",,
124,"vasdan001","2021-22","30/10/2021",6,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",4,0,1,0,0,0,0,0,1,1,0.227,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
125,"torjun001","2021-22","30/10/2021",6,"Tiburones de la Guaira","1B",4,"Juan Torres ",3,0,0,0,0,0,0,0,0,3,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
126,"duesam001","2021-22","30/10/2021",6,"Tiburones de la Guaira","PH-1B",4,"Samir Dueñez ",1,0,1,1,0,0,0,0,0,0,0.167,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
127,"avilu001","2021-22","30/10/2021",6,"Tiburones de la Guaira","3B",5,"Luis Aviles Jr",4,0,2,1,0,0,1,0,0,1,0.231,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
128,"rocbra001","2021-22","30/10/2021",6,"Tiburones de la Guaira","SS",6,"Brayan Rocchio ",3,0,2,0,0,0,0,1,0,0,0.429,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
129,"ferjua001","2021-22","30/10/2021",6,"Tiburones de la Guaira","C",7,"Juan Fernandez ",4,0,0,0,0,0,0,0,1,4,0.429,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
130,"lujjes001","2021-22","30/10/2021",6,"Tiburones de la Guaira","CF",8,"Jesus Lujano ",2,0,2,0,1,0,0,1,0,0,0.8,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
131,"hercar004","2021-22","30/10/2021",6,"Tiburones de la Guaira","2B",9,"Carlos Herrera ",3,0,0,0,0,0,0,0,2,5,0.071,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
132,,"2021-22","31/10/2021",7,"Aguilas del Zulia","LF-3B",1,"Ali Castillo ",5,1,4,1,0,0,1,0,0,0,0.351,"Estadio Universitario","Tiburones de la Guaira","regular",,
133,,"2021-22","31/10/2021",7,"Aguilas del Zulia","2B",2,"Osleivis Basabe ",5,0,1,0,0,0,1,0,0,5,0.345,"Estadio Universitario","Tiburones de la Guaira","regular",,
134,,"2021-22","31/10/2021",7,"Aguilas del Zulia","1B-C",3,"José Briceño ",4,0,1,0,0,0,0,1,1,1,0.31,"Estadio Universitario","Tiburones de la Guaira","regular",,
135,,"2021-22","31/10/2021",7,"Aguilas del Zulia","RF",4,"Angel Reyes ",5,0,0,0,0,0,0,0,1,3,0.156,"Estadio Universitario","Tiburones de la Guaira","regular",,
136,,"2021-22","31/10/2021",7,"Aguilas del Zulia","C",5,"Jose Herrera ",1,1,1,0,0,0,0,1,0,0,0.333,"Estadio Universitario","Tiburones de la Guaira","regular",,
137,,"2021-22","31/10/2021",7,"Aguilas del Zulia","PR-1B",,"Kelvin Alarcon ",1,0,0,0,0,0,0,0,0,0,0.143,"Estadio Universitario","Tiburones de la Guaira","regular",,
138,,"2021-22","31/10/2021",7,"Aguilas del Zulia","PH-LF",,"Yonathan Perlaza ",2,0,0,0,0,0,0,0,1,2,0.227,"Estadio Universitario","Tiburones de la Guaira","regular",,
139,,"2021-22","31/10/2021",7,"Aguilas del Zulia","SS",6,"Humberto Arteaga ",4,0,1,1,0,0,0,0,0,2,0.25,"Estadio Universitario","Tiburones de la Guaira","regular",,
140,,"2021-22","31/10/2021",7,"Aguilas del Zulia","DH",7,"Alex Romero ",4,2,2,1,0,0,1,0,1,2,0.32,"Estadio Universitario","Tiburones de la Guaira","regular",,
141,,"2021-22","31/10/2021",7,"Aguilas del Zulia","CF",8,"Ericson Leonora ",4,0,1,0,0,0,1,0,0,0,0.222,"Estadio Universitario","Tiburones de la Guaira","regular",,
142,,"2021-22","31/10/2021",7,"Aguilas del Zulia","3B-1B",9,"Erick Epifano ",4,0,1,0,0,0,0,0,0,2,0.25,"Estadio Universitario","Tiburones de la Guaira","regular",,
143,"cedlor001","2021-22","31/10/2021",7,"Tiburones de la Guaira","CF",1,"Lorenzo Cedrola ",5,1,2,0,0,0,0,0,1,0,0.238,"Estadio Universitario","Aguilas del Zulia","regular",,
144,"marteo001","2021-22","31/10/2021",7,"Tiburones de la Guaira","LF",2,"Teodoro Martinez ",5,1,1,0,0,0,0,0,0,1,0.304,"Estadio Universitario","Aguilas del Zulia","regular",,
145,"vasdan001","2021-22","31/10/2021",7,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",4,1,1,0,0,1,1,0,0,2,0.231,"Estadio Universitario","Aguilas del Zulia","regular",,
146,"maydan001","2021-22","31/10/2021",7,"Tiburones de la Guaira","3B",4,"Daniel Mayora ",4,1,3,2,0,0,2,0,1,0,0.333,"Estadio Universitario","Aguilas del Zulia","regular",,
147,"hercar004","2021-22","31/10/2021",7,"Tiburones de la Guaira","PR-2B",4,"Carlos Herrera ",0,1,0,0,0,0,0,0,0,0,0.071,"Estadio Universitario","Aguilas del Zulia","regular",,
148,"avilu001","2021-22","31/10/2021",7,"Tiburones de la Guaira","2B-3B",5,"Luis Aviles Jr",4,1,1,0,0,1,2,0,1,2,0.233,"Estadio Universitario","Aguilas del Zulia","regular",,
149,"torjun001","2021-22","31/10/2021",7,"Tiburones de la Guaira","1B",6,"Juan Torres ",4,1,1,0,0,0,0,0,0,1,0.111,"Estadio Universitario","Aguilas del Zulia","regular",,
150,"perjai001","2021-22","31/10/2021",7,"Tiburones de la Guaira","DH",7,"Jairo Perez ",1,0,1,0,0,0,0,1,0,0,0.333,"Estadio Universitario","Aguilas del Zulia","regular",,
151,"sosjun001","2021-22","31/10/2021",7,"Tiburones de la Guaira","PH-DH",7,"Junior Sosa ",2,1,1,0,0,0,1,0,1,0,0.333,"Estadio Universitario","Aguilas del Zulia","regular",,
152,"genric001","2021-22","31/10/2021",7,"Tiburones de la Guaira","C",8,"Ricardo Genovés ",4,1,1,0,0,1,3,0,1,3,0.333,"Estadio Universitario","Aguilas del Zulia","regular",,
153,"rocbra001","2021-22","31/10/2021",7,"Tiburones de la Guaira","SS",9,"Brayan Rocchio ",4,0,0,0,0,0,0,0,1,1,0.333,"Estadio Universitario","Aguilas del Zulia","regular",,
154,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","CF",1,"Cade Gotta ",1,0,1,0,0,0,0,3,0,0,0.214,"Estadio Universitario","Tiburones de la Guaira","regular",,
155,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","3B",2,"Alberto Gonzalez ",4,0,1,0,0,0,0,0,0,2,0.375,"Estadio Universitario","Tiburones de la Guaira","regular",,
156,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","DH",3,"Leonardo Reginatto ",4,0,1,0,0,0,0,0,1,3,0.344,"Estadio Universitario","Tiburones de la Guaira","regular",,
157,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","RF",4,"Alejandro De Aza ",3,0,1,0,0,0,0,0,0,2,0.259,"Estadio Universitario","Tiburones de la Guaira","regular",,
158,"NA","2021-22","02/11/2021",8,"Navegantes del Magallanes","LF",5,"Alberth Martinez ",4,0,0,0,0,0,0,0,2,5,0.25,"Estadio Universitario","Tiburones de la Guaira","regular",,
159,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","1B",6,"Nellie Rodríguez ",3,1,1,0,0,1,1,0,2,0,0.3,"Estadio Universitario","Tiburones de la Guaira","regular",,
160,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","SS",7,"Gabriel Noriega ",3,0,1,0,0,0,0,0,1,0,0.538,"Estadio Universitario","Tiburones de la Guaira","regular",,
161,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","C",8,"Anderson De La Rosa ",3,0,0,0,0,0,0,0,2,0,0.3,"Estadio Universitario","Tiburones de la Guaira","regular",,
162,,"2021-22","02/11/2021",8,"Navegantes del Magallanes","2B",9,"Rayder Ascanio ",3,0,0,0,0,0,0,0,1,0,0.4,"Estadio Universitario","Tiburones de la Guaira","regular",,
163,"sosjun001","2021-22","02/11/2021",8,"Tiburones de la Guaira","CF",1,"Junior Sosa ",3,0,1,0,0,0,0,0,0,1,0.333,"Estadio Universitario","Navegantes del Magallanes","regular",,
164,"marteo001","2021-22","02/11/2021",8,"Tiburones de la Guaira","PH-LF",1,"Teodoro Martinez ",0,0,0,0,0,0,1,0,0,0,0.304,"Estadio Universitario","Navegantes del Magallanes","regular",,
165,"rocbra001","2021-22","02/11/2021",8,"Tiburones de la Guaira","SS",2,"Brayan Rocchio ",4,3,3,1,0,1,1,0,0,1,0.409,"Estadio Universitario","Navegantes del Magallanes","regular",,
166,"vasdan001","2021-22","02/11/2021",8,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",3,0,1,0,0,0,0,1,0,1,0.241,"Estadio Universitario","Navegantes del Magallanes","regular",,
167,"maydan001","2021-22","02/11/2021",8,"Tiburones de la Guaira","1B",4,"Daniel Mayora ",4,0,1,1,0,0,1,0,2,2,0.32,"Estadio Universitario","Navegantes del Magallanes","regular",,
168,"marraf001","2021-22","02/11/2021",8,"Tiburones de la Guaira","C",5,"Rafael Marchan ",3,1,1,0,0,1,1,0,0,0,0.333,"Estadio Universitario","Navegantes del Magallanes","regular",,
169,"avilu001","2021-22","02/11/2021",8,"Tiburones de la Guaira","3B",6,"Luis Aviles Jr",4,0,1,0,0,0,0,0,3,3,0.235,"Estadio Universitario","Navegantes del Magallanes","regular",,
170,"duesam001","2021-22","02/11/2021",8,"Tiburones de la Guaira","DH",7,"Samir Dueñez ",4,0,0,0,0,0,0,0,0,4,0.1,"Estadio Universitario","Navegantes del Magallanes","regular",,
171,"garmai002","2021-22","02/11/2021",8,"Tiburones de la Guaira","2B",8,"Maikel Garcia ",3,0,1,0,0,0,0,0,0,0,0.333,"Estadio Universitario","Navegantes del Magallanes","regular",,
172,"cedlor001","2021-22","02/11/2021",8,"Tiburones de la Guaira","LF-CF",9,"Lorenzo Cedrola ",3,1,1,1,0,0,0,0,0,1,0.25,"Estadio Universitario","Navegantes del Magallanes","regular",,
173,,"2021-22","03/11/2021",9,"Cardenales de Lara","2B",1,"Ildemaro Vargas ",5,2,1,0,0,0,0,0,0,1,0.188,"Estadio Universitario","Tiburones de la Guaira","regular",,
174,,"2021-22","03/11/2021",9,"Cardenales de Lara","CF",2,"Gorkys Hernández ",4,0,1,0,0,0,0,1,1,2,0.323,"Estadio Universitario","Tiburones de la Guaira","regular",,
175,,"2021-22","03/11/2021",9,"Cardenales de Lara","RF",3,"Yordanys Linares ",4,1,1,0,0,0,0,1,1,2,0.323,"Estadio Universitario","Tiburones de la Guaira","regular",,
176,,"2021-22","03/11/2021",9,"Cardenales de Lara","DH",4,"Carlos Rivero ",3,1,2,1,0,0,2,1,1,0,0.28,"Estadio Universitario","Tiburones de la Guaira","regular",,
177,,"2021-22","03/11/2021",9,"Cardenales de Lara","PR-DH",,"Cesar Izturis Jr. ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
178,,"2021-22","03/11/2021",9,"Cardenales de Lara","SS",5,"Juniel Querecuto ",5,1,1,0,0,0,1,0,0,3,0.176,"Estadio Universitario","Tiburones de la Guaira","regular",,
179,,"2021-22","03/11/2021",9,"Cardenales de Lara","3B",6,"Jermaine Palacios ",2,0,1,0,0,0,0,2,1,1,0.481,"Estadio Universitario","Tiburones de la Guaira","regular",,
180,,"2021-22","03/11/2021",9,"Cardenales de Lara","1B",7,"Osman Marval ",4,0,0,0,0,0,0,0,1,4,0.304,"Estadio Universitario","Tiburones de la Guaira","regular",,
181,,"2021-22","03/11/2021",9,"Cardenales de Lara","C",8,"Ali Sánchez ",4,0,1,0,0,0,0,0,0,3,0.231,"Estadio Universitario","Tiburones de la Guaira","regular",,
182,,"2021-22","03/11/2021",9,"Cardenales de Lara","LF",9,"Manuel Melendez ",4,0,0,0,0,0,0,0,2,2,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
183,"sosjun001","2021-22","03/11/2021",9,"Tiburones de la Guaira","CF",1,"Junior Sosa ",3,0,1,0,0,0,1,1,1,0,0.333,"Estadio Universitario","Cardenales de Lara","regular",,
184,"rocbra001","2021-22","03/11/2021",9,"Tiburones de la Guaira","SS",2,"Brayan Rocchio ",4,0,2,1,0,0,0,0,2,3,0.423,"Estadio Universitario","Cardenales de Lara","regular",,
185,"vasdan001","2021-22","03/11/2021",9,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",3,0,0,0,0,0,0,1,2,2,0.219,"Estadio Universitario","Cardenales de Lara","regular",,
186,"maydan001","2021-22","03/11/2021",9,"Tiburones de la Guaira","1B",4,"Daniel Mayora ",3,0,1,0,0,0,0,1,1,0,0.321,"Estadio Universitario","Cardenales de Lara","regular",,
187,"menhei001","2021-22","03/11/2021",9,"Tiburones de la Guaira","PR-1B",4,"Heiker Meneses ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara","regular",,
188,"marraf001","2021-22","03/11/2021",9,"Tiburones de la Guaira","C",5,"Rafael Marchan ",4,0,0,0,0,0,0,0,1,5,0.143,"Estadio Universitario","Cardenales de Lara","regular",,
189,"guzjes001","2021-22","03/11/2021",9,"Tiburones de la Guaira","DH",6,"Jesus Guzman ",1,0,0,0,0,0,0,0,1,0,0,"Estadio Universitario","Cardenales de Lara","regular",,
190,"duesam001","2021-22","03/11/2021",9,"Tiburones de la Guaira","PH-DH",6,"Samir Dueñez ",1,0,0,0,0,0,0,1,0,0,0.091,"Estadio Universitario","Cardenales de Lara","regular",,
191,"avilu001","2021-22","03/11/2021",9,"Tiburones de la Guaira","3B",7,"Luis Aviles Jr",3,0,0,0,0,0,0,1,2,2,0.216,"Estadio Universitario","Cardenales de Lara","regular",,
192,"cedlor001","2021-22","03/11/2021",9,"Tiburones de la Guaira","LF",8,"Lorenzo Cedrola ",4,1,0,0,0,0,0,0,1,2,0.214,"Estadio Universitario","Cardenales de Lara","regular",,
193,"garmai002","2021-22","03/11/2021",9,"Tiburones de la Guaira","2B",9,"Maikel Garcia ",3,0,1,0,0,0,0,0,0,0,0.333,"Estadio Universitario","Cardenales de Lara","regular",,
194,,"2021-22","04/11/2021",10,"Cardenales de Lara","2B",1,"Ildemaro Vargas ",5,0,1,0,0,0,1,0,0,3,0.19,"Estadio Universitario","Tiburones de la Guaira","regular",,
195,,"2021-22","04/11/2021",10,"Cardenales de Lara","CF",2,"Gorkys Hernández ",5,1,3,2,0,0,0,0,1,1,0.361,"Estadio Universitario","Tiburones de la Guaira","regular",,
196,,"2021-22","04/11/2021",10,"Cardenales de Lara","RF",3,"Yordanys Linares ",4,0,1,0,0,0,0,0,0,2,0.314,"Estadio Universitario","Tiburones de la Guaira","regular",,
197,,"2021-22","04/11/2021",10,"Cardenales de Lara","DH",4,"Carlos Rivero ",3,0,2,0,0,0,0,0,1,0,0.321,"Estadio Universitario","Tiburones de la Guaira","regular",,
198,,"2021-22","04/11/2021",10,"Cardenales de Lara","PR-DH",,"Manuel Melendez ",1,1,1,0,0,0,1,0,0,0,0.143,"Estadio Universitario","Tiburones de la Guaira","regular",,
199,,"2021-22","04/11/2021",10,"Cardenales de Lara","SS",5,"Juniel Querecuto ",4,1,2,1,0,0,0,0,0,1,0.238,"Estadio Universitario","Tiburones de la Guaira","regular",,
200,,"2021-22","04/11/2021",10,"Cardenales de Lara","LF",6,"Pedro Castellanos ",3,0,0,0,0,0,0,1,0,3,0.222,"Estadio Universitario","Tiburones de la Guaira","regular",,
201,,"2021-22","04/11/2021",10,"Cardenales de Lara","1B",7,"Osman Marval ",3,0,0,0,0,0,0,1,0,3,0.269,"Estadio Universitario","Tiburones de la Guaira","regular",,
202,,"2021-22","04/11/2021",10,"Cardenales de Lara","C",8,"Ali Sánchez ",2,0,1,0,0,0,0,0,0,0,0.25,"Estadio Universitario","Tiburones de la Guaira","regular",,
203,,"2021-22","04/11/2021",10,"Cardenales de Lara","PH",,"Alberto Callaspo ",1,0,1,0,0,0,2,0,0,0,0.25,"Estadio Universitario","Tiburones de la Guaira","regular",,
204,,"2021-22","04/11/2021",10,"Cardenales de Lara","C",,"Yojhan Quevedo ",1,0,0,0,0,0,0,0,1,0,0.2,"Estadio Universitario","Tiburones de la Guaira","regular",,
205,,"2021-22","04/11/2021",10,"Cardenales de Lara","3B",9,"Jermaine Palacios ",4,1,1,1,0,0,0,0,3,3,0.452,"Estadio Universitario","Tiburones de la Guaira","regular",,
206,"cedlor001","2021-22","04/11/2021",10,"Tiburones de la Guaira","CF",1,"Lorenzo Cedrola ",4,0,1,1,0,0,0,0,0,1,0.219,"Estadio Universitario","Cardenales de Lara","regular",,
207,"sosjun001","2021-22","04/11/2021",10,"Tiburones de la Guaira","PH",1,"Junior Sosa ",0,0,0,0,0,0,0,0,0,0,0.333,"Estadio Universitario","Cardenales de Lara","regular",,
208,"lujjes001","2021-22","04/11/2021",10,"Tiburones de la Guaira","PR",1,"Jesus Lujano ",0,1,0,0,0,0,0,0,0,0,0.8,"Estadio Universitario","Cardenales de Lara","regular",,
209,"rocbra001","2021-22","04/11/2021",10,"Tiburones de la Guaira","2B",2,"Brayan Rocchio ",4,1,2,0,0,0,0,1,0,0,0.433,"Estadio Universitario","Cardenales de Lara","regular",,
210,"vasdan001","2021-22","04/11/2021",10,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",5,1,3,0,0,0,1,0,1,4,0.27,"Estadio Universitario","Cardenales de Lara","regular",,
211,"maydan001","2021-22","04/11/2021",10,"Tiburones de la Guaira","DH",4,"Daniel Mayora ",4,0,0,0,0,0,0,0,2,2,0.281,"Estadio Universitario","Cardenales de Lara","regular",,
212,"marraf001","2021-22","04/11/2021",10,"Tiburones de la Guaira","PH",4,"Rafael Marchan ",0,0,0,0,0,0,0,1,0,0,0.143,"Estadio Universitario","Cardenales de Lara","regular",,
213,"marteo001","2021-22","04/11/2021",10,"Tiburones de la Guaira","LF",5,"Teodoro Martinez ",4,1,2,0,0,0,2,1,0,0,0.333,"Estadio Universitario","Cardenales de Lara","regular",,
214,"ferjua001","2021-22","04/11/2021",10,"Tiburones de la Guaira","C",6,"Juan Fernandez ",4,1,4,0,0,1,2,0,0,0,0.556,"Estadio Universitario","Cardenales de Lara","regular",,
215,"genric001","2021-22","04/11/2021",10,"Tiburones de la Guaira","1B",7,"Ricardo Genovés ",4,0,0,0,0,0,0,0,1,4,0.231,"Estadio Universitario","Cardenales de Lara","regular",,
216,"menhei001","2021-22","04/11/2021",10,"Tiburones de la Guaira","3B",8,"Heiker Meneses ",3,0,0,0,0,0,0,0,2,0,0,"Estadio Universitario","Cardenales de Lara","regular",,
217,"avilu001","2021-22","04/11/2021",10,"Tiburones de la Guaira","PH-3B",8,"Luis Aviles Jr",1,0,0,0,0,0,0,0,1,0,0.211,"Estadio Universitario","Cardenales de Lara","regular",,
218,"garmai002","2021-22","04/11/2021",10,"Tiburones de la Guaira","SS",9,"Maikel Garcia ",3,0,0,0,0,0,0,1,0,0,0.222,"Estadio Universitario","Cardenales de Lara","regular",,
219,,"2021-22","05/11/2021",11,"Tigres de Aragua","CF",1,"Carlos Tocci ",3,1,1,0,0,0,1,1,0,1,0.333,"Estadio Universitario","Tiburones de la Guaira","regular",,
220,,"2021-22","05/11/2021",11,"Tigres de Aragua","PH",,"Eduardo Sosa ",1,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
221,,"2021-22","05/11/2021",11,"Tigres de Aragua","3B",2,"Edwin Garcia ",6,1,1,0,0,0,0,0,0,5,0.237,"Estadio Universitario","Tiburones de la Guaira","regular",,
222,,"2021-22","05/11/2021",11,"Tigres de Aragua","2B",3,"Alexi Amarista ",4,1,1,1,0,0,0,1,0,0,0.222,"Estadio Universitario","Tiburones de la Guaira","regular",,
223,,"2021-22","05/11/2021",11,"Tigres de Aragua","RF",4,"Denis Phipps ",4,3,3,0,0,0,1,1,1,0,0.368,"Estadio Universitario","Tiburones de la Guaira","regular",,
224,,"2021-22","05/11/2021",11,"Tigres de Aragua","DH",5,"Henry Alejandro Rodriguez ",4,1,2,0,0,0,1,1,0,1,0.2,"Estadio Universitario","Tiburones de la Guaira","regular",,
225,,"2021-22","05/11/2021",11,"Tigres de Aragua","1B",6,"Wilson Garcia ",4,2,1,0,0,1,2,0,1,4,0.25,"Estadio Universitario","Tiburones de la Guaira","regular",,
226,,"2021-22","05/11/2021",11,"Tigres de Aragua","LF",7,"Carlos Arroyo ",3,2,2,0,0,0,1,0,0,1,0.476,"Estadio Universitario","Tiburones de la Guaira","regular",,
227,,"2021-22","05/11/2021",11,"Tigres de Aragua","PH-LF",,"Josmar Cordero ",1,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
228,,"2021-22","05/11/2021",11,"Tigres de Aragua","C",8,"Francisco Arcia ",3,0,0,0,0,0,0,0,1,4,0.167,"Estadio Universitario","Tiburones de la Guaira","regular",,
229,,"2021-22","05/11/2021",11,"Tigres de Aragua","PH-C",,"Wilfredo Gimenez ",1,0,0,0,0,0,0,0,0,0,0.133,"Estadio Universitario","Tiburones de la Guaira","regular",,
230,,"2021-22","05/11/2021",11,"Tigres de Aragua","SS",9,"Deiner Lopez ",4,0,1,1,0,0,2,1,2,0,0.357,"Estadio Universitario","Tiburones de la Guaira","regular",,
231,"sosjun001","2021-22","05/11/2021",11,"Tiburones de la Guaira","CF",1,"Junior Sosa ",6,1,2,1,0,0,1,0,0,2,0.333,"Estadio Universitario","Tigres de Aragua","regular",,
232,"lujjes001","2021-22","05/11/2021",11,"Tiburones de la Guaira","CF",1,"Jesus Lujano ",0,0,0,0,0,0,0,0,0,0,0.8,"Estadio Universitario","Tigres de Aragua","regular",,
233,"rocbra001","2021-22","05/11/2021",11,"Tiburones de la Guaira","2B",2,"Brayan Rocchio ",5,2,2,1,0,0,1,0,0,1,0.429,"Estadio Universitario","Tigres de Aragua","regular",,
234,"duredg001","2021-22","05/11/2021",11,"Tiburones de la Guaira","PH-2B",2,"Edgar Duran ",1,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular",,
235,"vasdan001","2021-22","05/11/2021",11,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",4,3,2,0,0,0,1,2,1,1,0.293,"Estadio Universitario","Tigres de Aragua","regular",,
236,"maydan001","2021-22","05/11/2021",11,"Tiburones de la Guaira","1B",4,"Daniel Mayora ",4,2,1,0,0,0,0,1,2,3,0.278,"Estadio Universitario","Tigres de Aragua","regular",,
237,"genric001","2021-22","05/11/2021",11,"Tiburones de la Guaira","PH-1B",4,"Ricardo Genovés ",1,0,0,0,0,0,0,0,0,0,0.214,"Estadio Universitario","Tigres de Aragua","regular",,
238,"marteo001","2021-22","05/11/2021",11,"Tiburones de la Guaira","LF",5,"Teodoro Martinez ",5,3,3,0,0,0,2,0,1,2,0.375,"Estadio Universitario","Tigres de Aragua","regular",,
239,"marraf001","2021-22","05/11/2021",11,"Tiburones de la Guaira","DH",6,"Rafael Marchan ",2,3,2,0,0,0,1,3,0,0,0.333,"Estadio Universitario","Tigres de Aragua","regular",,
240,"ferjua001","2021-22","05/11/2021",11,"Tiburones de la Guaira","C",7,"Juan Fernandez ",4,2,3,1,0,0,6,0,0,1,0.591,"Estadio Universitario","Tigres de Aragua","regular",,
241,"avilu001","2021-22","05/11/2021",11,"Tiburones de la Guaira","3B",8,"Luis Aviles Jr",5,0,3,0,0,0,4,0,0,2,0.256,"Estadio Universitario","Tigres de Aragua","regular",,
242,"garmai002","2021-22","05/11/2021",11,"Tiburones de la Guaira","SS",9,"Maikel Garcia ",5,1,1,0,0,0,1,0,1,5,0.214,"Estadio Universitario","Tigres de Aragua","regular",,
243,"sosjun001","2021-22","06/11/2021",12,"Tiburones de la Guaira","CF",1,"Junior Sosa ",5,2,2,1,0,0,0,0,1,1,0.342,"Estadio Universitario","Leones del Caracas","regular",,
244,"rocbra001","2021-22","06/11/2021",12,"Tiburones de la Guaira","SS",2,"Brayan Rocchio ",4,0,1,0,0,0,2,1,1,1,0.41,"Estadio Universitario","Leones del Caracas","regular",,
245,"vasdan001","2021-22","06/11/2021",12,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",5,2,2,0,0,0,2,0,1,1,0.304,"Estadio Universitario","Leones del Caracas","regular",,
246,"marteo001","2021-22","06/11/2021",12,"Tiburones de la Guaira","LF",4,"Teodoro Martinez ",5,1,2,0,0,1,3,0,0,1,0.378,"Estadio Universitario","Leones del Caracas","regular",,
247,"avilu001","2021-22","06/11/2021",12,"Tiburones de la Guaira","3B",5,"Luis Aviles Jr",5,0,3,0,0,0,0,0,2,0,0.292,"Estadio Universitario","Leones del Caracas","regular",,
248,"ferjua001","2021-22","06/11/2021",12,"Tiburones de la Guaira","DH",6,"Juan Fernandez ",5,0,0,0,0,0,0,0,1,5,0.481,"Estadio Universitario","Leones del Caracas","regular",,
249,"guzjes001","2021-22","06/11/2021",12,"Tiburones de la Guaira","1B",7,"Jesus Guzman ",4,1,2,0,0,1,1,0,1,0,0.4,"Estadio Universitario","Leones del Caracas","regular",,
250,"duredg001","2021-22","06/11/2021",12,"Tiburones de la Guaira","2B",8,"Edgar Duran ",4,1,1,0,0,0,0,0,1,2,0.2,"Estadio Universitario","Leones del Caracas","regular",,
251,"genric001","2021-22","06/11/2021",12,"Tiburones de la Guaira","C",9,"Ricardo Genovés ",3,2,1,0,0,0,0,1,1,1,0.235,"Estadio Universitario","Leones del Caracas","regular",,
252,,"2021-22","06/11/2021",12,"Leones del Caracas","2B",1,"Cesar Valera ",5,1,2,0,0,1,5,0,2,1,0.333,"Estadio Universitario","Tiburones de la Guaira","regular",,
253,,"2021-22","06/11/2021",12,"Leones del Caracas","DH",2,"Yosmany Guerra ",4,1,3,0,1,0,0,1,0,1,0.412,"Estadio Universitario","Tiburones de la Guaira","regular",,
254,,"2021-22","06/11/2021",12,"Leones del Caracas","PR-DH",,"Jose R. Flores ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular",,
255,,"2021-22","06/11/2021",12,"Leones del Caracas","SS",3,"Wilfredo Tovar ",4,0,1,0,0,0,0,1,0,1,0.435,"Estadio Universitario","Tiburones de la Guaira","regular",,
256,,"2021-22","06/11/2021",12,"Leones del Caracas","1B",4,"Aldrem Corredor ",4,1,1,0,0,0,1,0,0,4,0.321,"Estadio Universitario","Tiburones de la Guaira","regular",,
257,,"2021-22","06/11/2021",12,"Leones del Caracas","3B",5,"Ronny Cedeno ",3,1,2,0,0,0,0,1,0,1,0.273,"Estadio Universitario","Tiburones de la Guaira","regular",,
258,,"2021-22","06/11/2021",12,"Leones del Caracas","LF",6,"Romer Cuadrado ",3,2,1,1,0,0,0,1,1,2,0.326,"Estadio Universitario","Tiburones de la Guaira","regular",,
259,,"2021-22","06/11/2021",12,"Leones del Caracas","C",7,"Erick Castillo ",4,2,1,0,0,1,4,0,0,3,0.289,"Estadio Universitario","Tiburones de la Guaira","regular",,
260,,"2021-22","06/11/2021",12,"Leones del Caracas","RF",8,"Anthony Jimenez ",4,1,2,0,0,0,1,0,1,0,0.205,"Estadio Universitario","Tiburones de la Guaira","regular",,
261,,"2021-22","06/11/2021",12,"Leones del Caracas","CF",9,"Angel Aponte ",3,2,0,0,0,0,0,1,1,4,0.379,"Estadio Universitario","Tiburones de la Guaira","regular",,
262,"sosjun001","2021-22","07/11/2021",13,"Tiburones de la Guaira","CF",1,"Junior Sosa ",5,1,1,0,0,0,0,0,1,1,0.326,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",,
