"","years","jugador","edad","w","l","w-l%","era","g","gs","cg","sho","sv","ip","h","r","er","hr","bb","so","ir","whip","h/9","hr/9","bb/9","so/9","so/bb","bk"
"83","1969-70","V. Patino","19","1","2","0.3333","4.50","6","4","0","","0","22.0","24","","11","","19","12","60","1.955","9.82","","7.77","4.91","0.6316",""
"84","1969-70","H. Brito","23","2","3","0.4000","5.30","11","5","0","","0","35.2","44","","21","","16","8","51","1.682","11.10","","4.04","2.02","0.5000",""
"85","1969-70","H. Urbano","28","0","0","","7.30","9","0","0","","0","12.1","14","","10","","8","8","37","1.784","10.22","","5.84","5.84","1.0000",""
"86","1969-70","C. Moreno","22","2","2","0.5000","3.45","15","0","0","","2","28.2","33","","11","","11","7","79","1.535","10.36","","3.45","2.20","0.6364",""
"87","1969-70","E. Gutierrez","24","0","0","","2.08","3","0","0","","0","4.1","2","","1","","3","1","131","1.154","4.15","","6.23","2.08","0.3333",""
"88","1969-70","O. Rojas","25","0","0","","0.00","1","0","0","","0","1.0","3","","0","","1","1","","4.000","27.00","","9.00","9.00","1.0000",""
"89","1970-71","A. Monteagudo","27","7","4","0.6364","2.13","16","14","7","","2","114.1","96","","27","","25","73","154","1.058","7.56","","1.97","5.75","2.9200",""
"90","1970-71","J. Cram","23","5","10","0.3333","2.93","16","15","3","","0","101.1","105","","33","","25","57","112","1.283","9.33","","2.22","5.06","2.2800",""
"91","1970-71","O. Pena","37","2","2","0.5000","3.43","11","11","0","","2","39.1","33","","15","","10","35","95","1.093","7.55","","2.29","8.01","3.5000",""
"92","1970-71","S. Barber","22","2","2","0.5000","5.11","10","8","0","","0","37.0","37","","21","","22","20","64","1.595","9.00","","5.35","4.86","0.9091",""
"93","1970-71","M. López","27","0","4","0.0000","6.56","12","6","0","","0","35.2","33","","26","","41","17","50","2.075","8.33","","10.35","4.29","0.4146",""
"94","1970-71","C. Cox","29","3","3","0.5000","3.17","7","6","3","","1","48.1","50","","17","","12","16","103","1.283","9.31","","2.23","2.98","1.3333",""
"95","1970-71","C. Moreno","23","1","0","1.0000","2.35","14","0","0","","2","23.0","16","","6","","10","15","139","1.130","6.26","","3.91","5.87","1.5000",""
"96","1970-71","D. Coombs","28","3","2","0.6000","4.39","7","7","1","","0","41.0","46","","20","","12","13","74","1.415","10.10","","2.63","2.85","1.0833",""
"97","1970-71","L. Gura","23","2","0","1.0000","2.81","5","3","1","","0","25.2","21","","8","","8","11","116","1.130","7.36","","2.81","3.86","1.3750",""
"98","1970-71","H. Brito","24","3","2","0.6000","3.12","22","0","0","","4","43.1","39","","15","","17","9","105","1.292","8.10","","3.53","1.87","0.5294",""
"99","1970-71","V. Patino","20","1","0","1.0000","6.23","9","0","0","","0","13.0","22","","9","","6","6","52","2.154","15.23","","4.15","4.15","1.0000",""
"100","1970-71","H. Urbano","29","0","0","","5.40","9","9","0","","0","8.1","6","","5","","5","1","61","1.320","6.48","","5.40","1.08","0.2000",""
"101","1970-71","E. Gutierrez","25","0","0","","9.00","1","0","0","","0","1.0","1","","1","","2","0","36","3.000","9.00","","18.00","0.00","0.0000",""
"102","1971-72","L. Tiant","31","7","5","0.5833","2.35","17","15","5","","0","122.2","95","","32","","18","120","132","0.921","6.97","","1.32","8.80","6.6667",""
"103","1971-72","A. Monteagudo","28","6","8","0.4286","3.62","18","17","2","","0","112.0","102","","45","","33","61","86","1.205","8.20","","2.65","4.90","1.8485",""
"104","1971-72","J. Montague","24","4","3","0.5714","4.30","16","8","0","","2","69.0","88","","33","","24","41","72","1.623","11.48","","3.13","5.35","1.7083",""
"105","1971-72","O. Pena","38","3","5","0.3750","3.48","27","0","0","","10","51.2","60","","20","","10","35","89","1.355","10.45","","1.74","6.10","3.5000",""
"106","1971-72","J. Rooker","29","3","1","0.7500","1.96","7","5","1","","2","41.1","30","","9","","12","30","158","1.016","6.53","","2.61","6.53","2.5000",""
"107","1971-72","R. Gardner","27","7","5","0.5833","2.49","21","12","3","","2","97.2","85","","27","","22","28","124","1.096","7.83","","2.03","2.58","1.2727",""
