years,jugador,edad,g,pa,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,avg,obp,slg,ops,ir,rc,tb,xb,hbp,sh,sf,refuerzo,ronda,resultado
2008-09,L. Hernández,24,47,219,188,26,48,3,2,2,29,5,1,16,26,0.26,322,324,647,68,19.6,61,7,3,11,1,NO,regular,Eliminado
2008-09,E. Bellorin,26,40,158,145,22,45,7,0,2,23,0,0,10,33,0.31,361,0.4,761,97,20.9,58,9,2,0,1,NO,regular,Eliminado
2008-09,W. Romero,34,32,131,125,26,41,6,1,4,23,9,2,5,18,0.33,351,488,839,115,21.4,61,11,0,0,1,NO,regular,Eliminado
2008-09,B. Harrison,27,44,172,146,21,40,10,0,5,15,4,0,24,58,0.27,384,445,829,114,24.9,65,15,2,0,0,NO,regular,Eliminado
2008-09,D. Sandoval,29,40,153,127,18,36,7,0,3,16,5,3,20,23,0.28,373,409,783,102,19.4,52,10,0,3,3,NO,regular,Eliminado
2008-09,C. Colonel,27,30,123,111,21,32,14,1,2,17,3,0,8,17,0.29,358,486,844,116,19.3,54,17,4,0,0,NO,regular,Eliminado
2008-09,J. Velandia,33,34,129,106,11,26,5,0,1,12,0,1,18,25,0.25,357,321,678,77,12.1,34,6,1,3,1,NO,regular,Eliminado
2008-09,C. Suarez,25,34,95,86,17,22,4,1,3,10,2,1,4,14,0.26,319,0.43,749,92,11.8,37,8,4,1,0,NO,regular,Eliminado
2008-09,R. Salazar,29,27,101,89,8,22,4,0,0,10,0,1,9,17,0.25,317,292,609,59,8.2,26,4,1,0,2,NO,regular,Eliminado
2008-09,J. Colina,29,31,77,72,10,17,6,0,1,6,1,1,3,9,0.24,286,361,647,66,7.4,26,7,2,0,0,NO,regular,Eliminado
2008-09,A. Rodríguez,16,37,46,42,1,11,2,0,0,4,2,2,4,9,0.26,326,0.31,636,65,4.2,13,2,0,0,0,NO,regular,Eliminado
2008-09,L. Pérez,25,16,39,36,5,10,2,0,0,3,0,1,1,6,0.28,289,333,623,60,3.5,12,2,0,1,1,NO,regular,Eliminado
2008-09,M. Abreu,29,11,46,37,8,10,3,0,1,5,0,0,9,4,0.27,413,432,845,119,6.6,16,4,0,0,0,NO,regular,Eliminado
2008-09,J. Lane,32,14,54,43,10,9,1,0,2,7,1,0,11,5,0.21,0.37,372,742,93,5.9,16,3,0,0,0,NO,regular,Eliminado
2008-09,A. Sánchez,32,9,34,29,5,9,1,1,0,3,0,0,2,3,0.31,364,414,777,101,4.4,12,2,1,1,1,NO,regular,Eliminado
2008-09,J. Richardson,29,6,26,21,3,9,1,0,2,8,0,0,4,2,0.43,538,762,1.3,232,8.6,16,3,1,0,0,NO,regular,Eliminado
2008-09,A. Colina,27,13,35,32,5,8,3,0,2,7,0,0,2,13,0.25,314,531,846,114,5.3,17,5,1,0,0,NO,regular,Eliminado
2008-09,J. Baisley,26,13,48,42,4,7,1,0,2,7,0,0,4,14,0.17,271,333,604,55,3.8,14,3,2,0,0,NO,regular,Eliminado
2008-09,Liu. Rodríguez,32,27,44,39,5,5,1,0,0,5,0,0,3,3,0.13,205,154,358,-6,1.2,6,1,1,0,1,NO,regular,Eliminado
2008-09,R. Osuna,23,17,38,32,4,5,1,0,1,6,0,0,5,2,0.16,263,281,544,41,2.4,9,2,0,0,1,NO,regular,Eliminado
2008-09,J. Celis,22,6,19,16,2,5,1,0,0,2,0,0,3,3,0.31,421,375,796,108,2.5,6,1,0,0,0,NO,regular,Eliminado
2008-09,A. Machado,27,7,17,17,0,4,2,0,0,0,0,0,0,6,0.24,235,353,588,50,1.4,6,2,0,0,0,NO,regular,Eliminado
2008-09,M. Alfonzo,20,8,20,16,3,3,1,0,0,0,0,0,3,11,0.19,0.35,0.25,0.6,58,1.4,4,1,1,0,0,NO,regular,Eliminado
2008-09,E. Escobar,19,6,11,9,2,3,0,0,0,3,0,0,1,0,0.33,0.4,333,733,92,1.2,3,0,0,1,0,NO,regular,Eliminado
2008-09,J. Moreno,28,5,5,4,1,2,0,0,0,0,0,0,0,0,0.5,0.6,0.5,1.1,188,1.2,2,0,1,0,0,NO,regular,Eliminado
2008-09,C. Fernández-Oliva,22,4,10,9,1,2,0,0,0,1,0,0,0,1,0.22,0.2,222,422,9,0.4,2,0,0,0,1,NO,regular,Eliminado
2008-09,R. Trujillo,19,7,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,160,0.5,1,0,0,0,0,NO,regular,Eliminado
2008-09,J. González,21,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,160,0.5,1,0,0,0,0,NO,regular,Eliminado
2008-09,H. Meneses,17,1,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,160,0.5,1,0,0,0,0,NO,regular,Eliminado
2008-09,V. Castillo,24,1,3,2,0,0,0,0,0,0,0,0,1,1,0,333,0,333,-6,0,0,0,0,0,0,NO,regular,Eliminado
2008-09,O. Pérez,17,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,NO,regular,Eliminado
2008-09,M. Davalillo,18,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,NO,regular,Eliminado
2008-09,J. Gualdron,21,1,4,2,0,0,0,0,0,0,0,1,0,0,0,333,0,333,-6,0,0,0,1,1,0,NO,regular,Eliminado
2007-08,G. Blanco,24,62,276,229,50,79,14,3,4,18,6,8,41,50,0.35,445,485,0.93,160,49.4,111,21,2,2,2,NO,regular,Eliminado
2007-08,O. Salazar,29,62,253,228,35,66,13,1,7,30,0,1,21,26,0.29,348,447,795,121,35.5,102,21,1,0,3,NO,regular,Eliminado
2007-08,C. Carter,25,41,164,151,17,51,8,2,3,27,0,0,10,16,0.34,384,477,861,140,27.7,72,13,2,0,1,NO,regular,Eliminado
2007-08,R. Acuna,28,53,190,175,17,44,7,1,0,16,3,5,11,25,0.25,296,303,599,68,15.7,53,8,1,1,2,NO,regular,Eliminado
2007-08,A. Freire,33,50,179,154,19,42,7,0,2,12,0,0,22,26,0.27,358,357,715,100,19.7,55,9,0,0,3,NO,regular,Eliminado
2007-08,J. Velandia,32,41,159,128,19,35,8,0,2,19,0,1,21,25,0.27,369,383,752,111,18.1,49,10,2,2,6,NO,regular,Eliminado
2007-08,A. Sánchez,31,30,120,113,14,30,5,1,0,16,2,1,4,21,0.27,288,327,616,72,10.6,37,6,0,2,1,NO,regular,Eliminado
2007-08,L. Hernández,23,45,155,137,10,29,4,3,0,16,3,2,10,18,0.21,0.26,285,545,52,10.2,39,7,0,5,3,NO,regular,Eliminado
2007-08,D. Sandoval,28,35,111,100,10,24,2,2,1,12,0,1,5,13,0.24,284,0.33,614,71,9.4,33,5,2,2,2,NO,regular,Eliminado
2007-08,E. Bellorin,25,32,107,97,10,23,6,0,1,13,1,0,4,9,0.24,279,0.33,609,70,8.9,32,7,2,3,1,NO,regular,Eliminado
2007-08,J. Colina,28,31,106,91,12,21,3,0,2,10,1,1,6,12,0.23,308,0.33,637,78,9.2,30,5,5,2,2,NO,regular,Eliminado
2007-08,Liu. Rodríguez,31,21,82,75,8,21,6,0,0,7,0,0,3,7,0.28,333,0.36,693,94,9,27,6,3,1,0,NO,regular,Eliminado
2007-08,A. Colina,26,26,76,64,6,11,3,1,0,5,0,0,9,19,0.17,0.27,0.25,0.52,46,4.3,16,4,0,2,1,NO,regular,Eliminado
2007-08,R. Mateo,29,9,37,33,7,11,3,0,3,9,0,0,3,9,0.33,405,697,1102,203,9.3,23,6,1,0,0,NO,regular,Eliminado
2007-08,K. West,28,14,54,45,5,9,2,0,1,9,0,0,7,9,0.2,333,311,644,81,4.7,14,3,2,0,0,NO,regular,Eliminado
2007-08,J. Melian,27,24,52,48,5,8,1,0,1,8,1,0,3,12,0.17,212,0.25,462,29,2.5,12,2,0,0,1,NO,regular,Eliminado
2007-08,C. Fernández-Oliva,21,16,31,31,3,8,1,0,0,0,0,0,0,7,0.26,258,0.29,548,53,2.3,9,1,0,0,0,NO,regular,Eliminado
2007-08,L. Oliveros,24,13,40,35,2,8,1,0,0,5,0,0,2,7,0.23,263,257,0.52,46,2.4,9,1,0,2,1,NO,regular,Eliminado
2007-08,M. Ramírez,23,13,36,27,3,6,1,0,1,4,0,0,7,8,0.22,417,0.37,787,122,4.2,10,2,2,0,0,NO,regular,Eliminado
2007-08,G. Martínez,24,14,28,21,4,5,1,0,0,1,1,0,6,3,0.24,407,286,693,97,2.4,6,1,0,1,0,NO,regular,Eliminado
2007-08,C. Suarez,24,13,34,29,4,5,0,0,1,5,0,2,2,2,0.17,242,276,518,45,1.9,8,1,1,1,1,NO,regular,Eliminado
2007-08,M. Cervenak,31,8,27,26,1,4,1,0,0,0,0,0,1,5,0.15,185,192,377,6,0.9,5,1,0,0,0,NO,regular,Eliminado
2007-08,C. Hernández,32,13,22,21,3,3,1,0,0,2,2,0,0,7,0.14,143,0.19,333,-8,0.6,4,1,0,1,0,NO,regular,Eliminado
2007-08,D. Paisano,20,9,9,7,1,3,0,0,0,1,0,0,0,0,0.43,444,429,873,145,1.3,3,0,1,0,1,NO,regular,Eliminado
2007-08,J. Martínez,19,12,7,5,1,1,0,0,0,0,1,1,1,1,0.2,333,0.2,533,52,0.3,1,0,0,1,0,NO,regular,Eliminado
2007-08,E. Rios,35,2,7,6,1,1,0,0,0,1,0,0,1,3,0.17,286,167,452,29,0.3,1,0,0,0,0,NO,regular,Eliminado
2007-08,J. Contreras,22,4,1,0,2,0,0,0,0,0,0,0,1,0,,1,,,,,0,0,0,0,0,NO,regular,Eliminado
2007-08,V. Castillo,23,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,NO,regular,Eliminado
2007-08,M. Piña,20,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,NO,regular,Eliminado
2007-08,V. Hernández,22,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,NO,regular,Eliminado
2006-07,O. Salazar,28,58,255,229,40,67,13,3,9,47,3,2,23,26,0.29,354,493,848,137,40,113,25,0,1,2,NO,regular,Eliminado
2006-07,G. Blanco,23,55,222,182,36,58,5,6,1,12,4,6,35,40,0.32,431,429,0.86,142,33.7,78,12,1,4,0,NO,regular,Eliminado
2006-07,R. Simon,31,44,194,166,27,55,10,0,4,25,1,0,25,12,0.33,423,464,887,149,32.6,77,14,2,0,1,NO,regular,Eliminado
2006-07,L. Hernández,22,49,179,161,24,52,7,3,1,22,3,1,8,14,0.32,353,422,775,117,24,68,11,1,6,3,NO,regular,Eliminado
2006-07,A. Sánchez,30,35,151,137,22,48,8,2,3,22,3,5,9,15,0.35,385,504,889,149,26.6,69,13,0,3,2,NO,regular,Eliminado
2006-07,A. Freire,32,42,163,142,17,43,9,0,4,20,0,0,18,22,0.3,383,451,833,134,24.5,64,13,1,1,1,NO,regular,Eliminado
2006-07,R. Olmedo,25,41,164,139,32,41,2,3,2,14,4,5,20,16,0.3,393,396,788,122,21.6,55,7,3,1,1,NO,regular,Eliminado
2006-07,C. Thomas,18,43,189,156,21,35,7,1,1,18,1,4,21,28,0.22,342,301,644,82,16.1,47,9,7,5,0,NO,regular,Eliminado
2006-07,C. Mendoza,27,41,137,120,16,35,8,1,1,15,1,1,12,20,0.29,0.36,0.4,0.76,113,17.3,48,10,2,1,2,NO,regular,Eliminado
2006-07,D. Navarro,22,40,166,147,15,34,9,0,1,14,0,0,14,20,0.23,294,313,607,71,13.5,46,10,0,3,2,NO,regular,Eliminado
2006-07,F. Escalona,27,36,132,117,19,29,4,0,2,11,0,1,10,19,0.25,323,333,656,85,12.6,39,6,3,2,0,NO,regular,Eliminado
2006-07,E. Bellorin,24,25,73,66,8,22,4,0,2,15,0,0,3,8,0.33,375,485,0.86,141,12,32,6,2,1,1,NO,regular,Eliminado
2006-07,J. Velandia,31,23,92,86,9,18,5,0,1,10,0,1,3,14,0.21,236,302,538,51,6.1,26,6,0,3,0,NO,regular,Eliminado
2006-07,C. Hernández,31,13,45,43,5,15,4,0,0,6,2,1,1,8,0.35,364,442,805,126,6.9,19,4,0,1,0,NO,regular,Eliminado
2006-07,R. Sweeney,21,14,60,50,9,13,2,1,1,7,0,1,10,8,0.26,383,0.4,783,120,7.7,20,4,0,0,0,NO,regular,Eliminado
2006-07,L. Oliveros,23,14,35,32,6,9,1,0,3,13,0,0,2,4,0.28,314,594,908,152,6,19,4,0,0,1,NO,regular,Eliminado
2006-07,J. Fields,24,10,45,42,1,9,2,0,0,1,2,0,1,15,0.21,244,262,506,42,2.7,11,2,1,0,1,NO,regular,Eliminado
2006-07,L. Landaeta,29,21,40,37,5,5,3,0,0,3,0,0,1,7,0.14,0.2,216,416,17,1.6,8,3,2,0,0,NO,regular,Eliminado
2006-07,J. Amado,31,7,18,17,1,4,0,0,0,2,0,0,1,1,0.24,278,235,513,45,1.1,4,0,0,0,0,NO,regular,Eliminado
2006-07,B. Anderson,24,5,20,19,1,4,0,0,0,1,0,0,1,7,0.21,0.25,211,461,30,1,4,0,0,0,0,NO,regular,Eliminado
2006-07,C. Suarez,23,7,10,9,1,3,1,0,0,1,0,0,0,0,0.33,333,444,778,117,1.3,4,1,0,1,0,NO,regular,Eliminado
2006-07,D. Paisano,19,24,17,15,6,2,0,0,0,3,2,0,2,5,0.13,235,133,369,5,0.5,2,0,0,0,0,NO,regular,Eliminado
2006-07,M. Ramírez,22,7,9,8,1,2,1,0,0,1,0,0,1,2,0.25,333,375,708,99,1,3,1,0,0,0,NO,regular,Eliminado
